fname,sentence,LOC
pr5400_36,19,balak
pr5400_36,70,jord
pr5401_36,10,irland
pr5401_36,10,st patrick
pr5401_36,11,irland
pr5401_36,16,domkirk
pr5402_36,3,monbergsvej
pr5402_36,12,syri
pr5402_36,12,libanon
pr5402_36,12,eritrea
pr5404_36,11,jerusalem
pr5405_36,18,samaria
pr5405_36,23,samaria
pr5405_36,45,somalia
pr5405_36,45,irak
pr5405_36,53,amalienborg
pr5406_36,22,himmelfart
pr5407_36,11,nazareth
pr5408_36,34,davids by
pr5409_36,7,rom
pr5409_36,7,rom
pr5409_36,26,nazareth
pr5409_36,35,synagogeforstand
pr5409_36,55,synagogeforstand
pr5410_36,10,galilæa
pr5410_36,37,galilæa
pr5410_36,65,fredens kirk
pr5411_36,12,betlehem
pr5411_36,14,betlehem
pr5412_36,1,betlehem
pr5412_36,7,jerusalem
pr5412_36,18,jerusalem
pr5412_36,27,jerusalem
pr5412_36,31,betlehem
pr5414_36,34,jerusalem
pr5414_36,39,jerusalem
pr5415_36,0,jerusalem
pr5415_36,5,messia
pr5416_36,42,jerusalem
pr5416_36,52,himl
pr5417_36,14,plad
pr5421_36,2,israel
pr5422_36,17,land
pr5424_36,7,jordanflod
pr5424_36,13,rom
pr5424_36,34,israel
pr5425_36,9,jerusalem
pr5425_36,10,jerusalem
pr5425_36,50,jerusalem
pr5426_36,28,indi
pr5426_36,42,indi
pr5426_36,47,indi
pr5426_36,47,australi
pr5426_36,47,brasili
pr5426_36,47,skibhusvej
pr5427_36,1,storebælt
pr5429_36,15,indi
pr5429_36,29,indi
pr5429_36,34,indi
pr5429_36,34,australi
pr5429_36,34,brasili
pr5429_36,34,skibhusvej
pr5430_36,21,betlehem
pr5430_36,22,østerland
pr5430_36,22,jerusalem
pr5430_36,22,betlehem
pr5430_36,31,jord
pr5430_36,51,betlehem
pr5431_36,25,betlehem
pr5433_36,8,samaria
pr5433_36,9,jerusalem
pr5433_36,9,jeriko
pr5433_36,31,fredens kirk
pr5434_36,15,plad
pr5435_36,10,jordan flod
pr5437_36,3,jerusalem
pr5437_36,7,jerusalem
pr5437_36,8,jerusalem
pr5437_36,9,jerusalem
pr5439_36,5,jerusalem
pr5439_36,5,galilæa
pr5439_36,11,galilæa
pr5439_36,22,himl
pr5439_36,55,galilæa
pr5440_37,7,bogense kirk
pr5443_37,0,vestfront
pr5443_37,10,betlehem
pr5443_37,13,betlehem
pr5443_37,17,antiokia
pr5443_37,40,vestfront
pr5443_37,42,betlehem
pr5443_37,44,betlehem
pr5445_37,1,bogense kirk
pr5445_37,1,kana
pr5445_37,44,kana
pr5446_37,22,afrika
pr5447_37,0,bogens
pr5447_37,1,bogens
pr5447_37,3,bogens
pr5447_37,10,gudsr
pr5447_37,28,røde kro
pr5447_37,60,paradis
pr5447_37,65,paradis
pr5448_37,9,himmel
pr5448_37,47,paris
pr5448_37,79,paris
pr5448_37,80,golgatha
pr5449_37,53,betlehem
pr5450_37,22,danmark
pr5450_37,22,genezareth sø
pr5451_37,62,london
pr5451_37,63,himl
pr5452_37,12,toscana
pr5452_37,12,middelhavsstrand
pr5452_37,12,dk
pr5452_37,26,danmark
pr5453_37,0,jerusalem
pr5453_37,1,judæa
pr5453_37,6,jerusalem
pr5453_37,7,eksil
pr5453_37,8,babylon
pr5453_37,11,fred
pr5453_37,16,jerusalem
pr5453_37,17,babylon
pr5453_37,27,jerusalem
pr5453_37,29,jerusalem
pr5453_37,34,jerusalem
pr5453_37,35,jerusalem
pr5453_37,42,jerusalem
pr5453_37,45,jerusalem
pr5453_37,46,jerusalem
pr5453_37,49,jerusalem
pr5453_37,50,jerusalem
pr5453_37,64,jerusalem
pr5453_37,68,jerusalem
pr5453_37,68,danmark
pr5453_37,81,jerusalem
pr5453_37,86,jerusalem
pr5453_37,87,det ny jerusalem
pr5453_37,88,jerusalem
pr5453_37,88,jerusalem
pr5453_37,91,jerusalem
pr5453_37,91,jerusalem
pr5453_37,92,jerusalem
pr5453_37,93,england
pr5453_37,93,jerusalem
pr5453_37,95,royal albert hal
pr5453_37,96,jerusalem
pr5453_37,100,jerusalem
pr5453_37,101,jerusalem
pr5453_37,101,jerusalem
pr5455_37,39,dekapolis
pr5455_37,40,dekapolis
pr5455_37,40,galilæa sø
pr5455_37,41,dekapolis
pr5455_37,42,galilæa
pr5456_37,77,himmel
pr5457_37,24,himmel
pr5458_37,13,nain
pr5458_37,38,nain
pr5458_37,40,kanaa
pr5458_37,40,nain
pr5458_37,44,betania
pr5459_37,6,himmel
pr5459_37,9,jord
pr5459_37,11,jord
pr5459_37,47,paradis
pr5460_37,38,jord
pr5460_37,56,himmel
pr5463_37,8,bogens
pr5463_37,33,århus
pr5464_37,1,odense teat
pr5464_37,2,holme olstrup
pr5464_37,3,grønland
pr5464_37,5,holme olstrup
pr5464_37,6,holme olstrup
pr5464_37,8,holme olstrup
pr5464_37,13,københavn
pr5464_37,26,holme olstrup
pr5464_37,32,betlehem
pr5465_37,42,nazareth
pr5466_37,8,hundredemeterskov
pr5466_37,12,brasili
pr5467_37,13,tiberias sø
pr5467_37,40,tiberia
pr5467_37,45,tiberia
pr5467_37,53,tiberias sø
pr5467_37,61,tiberias sø
pr5469_37,8,babelstårn
pr5469_37,10,babelstårn
pr5469_37,46,helligåndsvirk
pr5470_37,33,iran
pr5470_37,33,iran
pr5470_37,33,danmark
pr5470_37,35,danmark
pr5470_37,36,skovby
pr5470_37,37,mekka
pr5471_37,0,søbo
pr5471_37,0,møllehav
pr5471_37,0,bogense kirk
pr5471_37,53,jerusalem
pr5471_37,53,golgata
pr5471_37,55,skovby kirk
pr5471_37,57,bogense kirk
pr5472_37,21,ægypt
pr5475_37,0,teglgård
pr5476_37,28,iran
pr5477_37,31,danmark
pr5478_37,1,grønnegård
pr5478_37,2,grønnegård
pr5478_37,4,grønnegård
pr5478_37,5,grønnegård
pr5478_37,6,grønnegård
pr5478_37,7,thailand
pr5478_37,8,grønnegård
pr5478_37,10,grønnegård
pr5478_37,11,grønnegård
pr5478_37,11,grønnegård
pr5478_37,41,thailand
pr5480_37,5,nazareth
pr5480_37,23,bogense kirk
pr5480_37,41,sinajs ørk
pr5481_37,0,rib
pr5481_37,0,silkeborg
pr5481_37,45,rib
pr5482_37,27,københavn
pr5482_37,28,fælledpark
pr5482_37,32,møllehav
pr5483_37,19,frankr
pr5483_37,20,paris
pr5483_37,23,tyskland
pr5483_37,24,danmark
pr5483_37,25,paris
pr5483_37,27,københavn
pr5485_37,7,thorkild
pr5485_37,8,jord
pr5485_37,21,grosbøl
pr5485_37,32,nazareth
pr5485_37,44,jordanflod
pr5485_37,73,getsemane hav
pr5485_37,75,jerusalem
pr5485_37,76,golgata
pr5485_37,77,cæsarea filippi
pr5488_37,25,strøg
pr5490_37,84,kapernaum
pr5490_37,84,torv
pr5491_37,37,vestfyn
pr5492_37,14,betesda dam
pr5492_37,28,betesda dam
pr5492_37,45,betesda dam
pr5492_37,51,betesda dam
pr5493_37,10,england
pr5493_37,34,jerusalem
pr5493_37,34,betania
pr5493_37,44,danmark
pr5494_37,64,kirk
pr5494_37,65,betel
pr5494_37,66,himmelst
pr5495_37,22,borum
pr5496_37,34,andeby
pr5497_37,8,bogens
pr5497_37,33,århus
pr5498_37,49,jerusalem
pr5499_37,0,betlehem
pr5499_37,5,betlehem
pr5499_37,28,jerusalem
pr5499_37,31,jerusalem
pr5499_37,39,israel
pr5499_37,39,betlehem
pr5499_37,42,betlehem
pr5499_37,44,betlehem
pr5499_37,45,betlehem
pr5499_37,69,jerusalem
pr5499_37,70,jerusalem
pr5499_37,71,jerusalem
pr5500_37,10,england
pr5500_37,34,jerusalem
pr5500_37,34,betania
pr5500_37,44,danmark
pr5501_37,6,usa
pr5501_37,6,england
pr5501_37,16,skejbys barselsgang
pr5502_37,8,ægypt
pr5502_37,9,betlehem
pr5502_37,17,ægypt
pr5502_37,17,ægypt
pr5502_37,42,paradis
pr5503_37,8,univers
pr5503_37,31,betlehem
pr5504_37,10,helved
pr5504_37,12,afrika
pr5504_37,20,jerusalem
pr5504_37,22,israel
pr5504_37,23,siloam dam
pr5504_37,23,davidsby
pr5505_37,35,sydafrika
pr5505_37,37,sydafrika
pr5506_37,5,israel
pr5507_37,4,bogense kirk
pr5508_37,1,danmark
pr5508_37,2,grønland
pr5508_37,2,danmark
pr5508_37,14,sibiri
pr5508_37,41,golgata
pr5509_37,0,kors
pr5509_37,8,kors
pr5509_37,22,betlehem
pr5509_37,50,kors
pr5509_37,50,kors
pr5510_37,82,ukrain
pr5510_37,86,bogense kirk
pr5511_37,0,bogense kirk
pr5511_37,1,søbo
pr5511_37,30,himmer
pr5511_37,45,jerusalem
pr5515_37,9,jerusalem
pr5515_37,26,betlehem
pr5515_37,26,nazareth
pr5515_37,27,nazareth
pr5516_37,11,paradis
pr5516_37,23,københavn
pr5516_37,31,københavn
pr5516_37,38,fadervor
pr5516_37,50,jerusalem
pr5516_37,60,jerusalem
pr5516_37,60,golgata
pr5517_37,20,paradisets hav
pr5517_37,30,israel
pr5518_37,4,københavn
pr5518_37,11,rosengård
pr5518_37,47,betlehem
pr5518_37,81,paradis
pr5520_37,26,israel
pr5520_37,28,israel
pr5520_37,30,israel
pr5520_37,39,egypt
pr5520_37,39,det forjættede land
pr5521_37,48,syri
pr5522_37,0,jerusalem
pr5522_37,1,judæa
pr5522_37,6,jerusalem
pr5522_37,7,eksil
pr5522_37,8,babylon
pr5522_37,11,fred
pr5522_37,16,jerusalem
pr5522_37,17,babylon
pr5522_37,18,jerusalem
pr5522_37,20,jerusalem
pr5522_37,25,jerusalem
pr5522_37,25,jerusalem
pr5522_37,32,jerusalem
pr5522_37,35,jerusalem
pr5522_37,36,jerusalem
pr5522_37,39,jerusalem
pr5522_37,40,jerusalem
pr5522_37,54,jerusalem
pr5522_37,58,jerusalem
pr5522_37,58,danmark
pr5522_37,71,jerusalem
pr5523_37,0,jerusalem
pr5523_37,1,judæa
pr5523_37,6,jerusalem
pr5523_37,7,eksil
pr5523_37,8,babylon
pr5523_37,11,fred
pr5523_37,16,jerusalem
pr5523_37,18,jerusalem
pr5523_37,23,jerusalem
pr5523_37,24,jerusalem
pr5523_37,31,jerusalem
pr5523_37,34,jerusalem
pr5523_37,35,jerusalem
pr5523_37,38,jerusalem
pr5523_37,39,jerusalem
pr5523_37,53,jerusalem
pr5523_37,57,jerusalem
pr5523_37,57,danmark
pr5523_37,70,jerusalem
pr5523_37,75,jerusalem
pr5523_37,76,det ny jerusalem
pr5523_37,77,jerusalem
pr5523_37,77,jerusalem
pr5523_37,80,jerusalem
pr5523_37,80,jerusalem
pr5523_37,81,jerusalem
pr5523_37,82,england
pr5523_37,82,jerusalem
pr5523_37,84,royal albert hal
pr5523_37,85,jerusalem
pr5523_37,89,jerusalem
pr5523_37,90,jerusalem
pr5523_37,90,jerusalem
pr5524_37,3,ethiopi
pr5524_37,4,afrika
pr5525_37,14,jerusalem
pr5525_37,14,jeriko
pr5525_37,32,judæa
pr5525_37,32,grækenland
pr5525_37,32,rom
pr5525_37,93,kina
pr5525_37,93,københavn
pr5525_37,97,middelhav
pr5526_37,5,bogense kirk
pr5526_37,8,danmark
pr5526_37,12,paradis
pr5527_37,6,jordanflod
pr5527_37,10,jerusalem
pr5527_37,12,nain
pr5527_37,22,nain
pr5527_37,48,betania
pr5527_37,60,nain
pr5527_37,60,betania
pr5527_37,61,nain
pr5529_37,39,danmark
pr5530_37,2,gudsr
pr5532_37,1,jerusalem
pr5532_37,2,jerusalem
pr5532_37,3,jerusalem
pr5532_37,3,jerusalem
pr5532_37,4,jerusalem
pr5532_37,5,jerusalem
pr5532_37,6,jerusalem
pr5532_37,9,babylon
pr5532_37,9,jerusalem
pr5532_37,11,jerusalem
pr5532_37,12,zion
pr5532_37,12,jerusalem
pr5532_37,12,zion
pr5532_37,12,jerusalem
pr5532_37,15,jerusalem
pr5532_37,19,jerusalem
pr5532_37,20,jerusalem
pr5532_37,22,jerusalem
pr5532_37,23,jerusalem
pr5532_37,29,jerusalem
pr5532_37,33,jerusalem
pr5532_37,35,jerusalem
pr5532_37,36,jerusalemindtog
pr5532_37,38,betlehem
pr5534_37,45,betlehem
pr5534_37,52,betlehem
pr5534_37,52,betlehem
pr5535_37,12,betlehem
pr5536_37,4,mattisborg
pr5536_37,14,jerusalem
pr5536_37,38,nazareth
pr5537_37,0,danmark
pr5537_37,7,dybbøl
pr5537_37,7,dybbøl
pr5537_37,9,dybbøl
pr5537_37,10,dybbøl
pr5537_37,10,danmark
pr5537_37,11,skyttegrav
pr5537_37,13,dybbøl
pr5537_37,39,danmark
pr5538_37,6,nazareth
pr5538_37,32,peterskirk
pr5538_37,32,rom
pr5538_37,37,golgata
pr5538_37,58,kors
pr5539_37,45,tiberias sø
pr5539_37,46,tiberia
pr5539_37,46,jerusalem
pr5539_37,49,tiberias sø
pr5541_37,0,sver
pr5541_37,1,villa villekulla
pr5541_37,2,katholt
pr5541_37,4,kirsebærdal
pr5541_37,4,nangijala
pr5541_37,7,nangijala
pr5541_37,10,nangijala
pr5541_37,12,galilæa
pr5541_37,17,jerusalem
pr5541_37,20,nangijala
pr5541_37,21,nangijala
pr5541_37,22,nangilima
pr5541_37,23,nangijala
pr5541_37,24,nangijala
pr5541_37,35,sver
pr5541_37,38,nangijala
pr5541_37,39,tvebak
pr5541_37,41,nangelima
pr5541_37,41,katlagrot
pr5541_37,42,nangelima
pr5542_37,9,israel
pr5542_37,9,israel
pr5542_37,11,betlehem
pr5542_37,14,tabor
pr5542_37,18,nordjylland
pr5542_37,31,golgatas høj
pr5542_37,32,oliebjerg
pr5542_37,39,himmel
pr5542_37,41,jordanflod
pr5542_37,55,kors
pr5542_37,57,sydhavn sogn
pr5544_37,0,bogense kirk
pr5545_37,0,sver
pr5545_37,2,kirsebærdal
pr5545_37,2,nangijala
pr5545_37,5,nangijala
pr5545_37,8,nangijala
pr5545_37,10,galilæa
pr5545_37,15,jerusalem
pr5545_37,18,nangijala
pr5545_37,19,nangijala
pr5545_37,20,nangilima
pr5545_37,21,nangijala
pr5545_37,22,nangijala
pr5545_37,33,sver
pr5545_37,36,nangijala
pr5545_37,37,tvebak
pr5545_37,39,nangelima
pr5545_37,39,katlagrot
pr5545_37,40,nangelima
pr5546_37,39,danmark
pr5547_37,4,tiberias sø
pr5547_37,31,tiberia
pr5547_37,36,tiberia
pr5547_37,44,tiberias sø
pr5547_37,52,tiberias sø
pr5548_37,20,ipad
pr5548_37,45,betlehem
pr5549_37,45,århus
pr5551_37,15,genesaretsø
pr5551_37,52,genesaret sø
pr5552_37,7,peterskirk
pr5552_37,7,rom
pr5552_37,8,slotskirk
pr5552_37,8,wittenberg
pr5552_37,43,provenc
pr5552_37,43,innsbruck
pr5553_37,31,nazareth
pr5553_37,51,nazareth synagog
pr5553_37,65,nazareth
pr5553_37,78,nazareth
pr5553_37,86,nazareth
pr5553_37,102,nazareth
pr5553_37,112,usa
pr5554_37,9,sydfyn
pr5554_37,66,jord
pr5554_37,67,jord
pr5554_37,98,kain
pr5555_37,0,odens
pr5555_37,4,odens
pr5555_37,29,odens
pr5555_37,54,nazareth
pr5555_37,68,gråbrødre kirk
pr5555_37,69,domkirk
pr5555_37,69,københavn
pr5555_37,72,gråbrødre kirk
pr5556_37,3,koppängån
pr5556_37,3,sver
pr5556_37,35, palad
pr5556_37,67,betlehem
pr5558_37,9,sinai bjerg
pr5560_37,66,damaskus
pr5560_37,84,damaskus
pr5560_37,90,damaskus
pr5561_37,10,adelgad
pr5562_37,25,rig
pr5562_37,44,rom
pr5563_37,20,himmer
pr5564_37,33,torv
pr5564_37,63,kapernaum
pr5564_37,63,torv
pr5566_37,0,johannes lars
pr5566_37,0,kertemind
pr5566_37,17,johannes larsen muse
pr5566_37,32,golgata
pr5566_37,60,johannes lars
pr5567_37,28,betesda dam
pr5567_37,29,betesda
pr5567_37,52,betesdadam
pr5567_37,59,betesdaanlæg
pr5567_37,69,betesdadam
pr5567_37,82,betesdadam
pr5569_37,46,levi
pr5569_37,54,bogense kirk
pr5570_37,27,bogens
pr5570_37,27,hors
pr5570_37,27,skælskør
pr5570_37,31,bogens
pr5570_37,33,bogens
pr5570_37,33,udkantsdanmark
pr5570_37,33,nazareth
pr5570_37,34,bogens
pr5570_37,34,nazareth
pr5570_37,35,københavn
pr5570_37,35,jerusalem
pr5571_37,0,fredericia banegård
pr5571_37,1,byen
pr5572_37,4,usa
pr5572_37,38,syri
pr5572_37,39,ukrain
pr5572_37,64,guds r
pr5573_37,9,sinai bjerg
pr5575_37,35,jerusalem
pr5575_37,37,betlehem
pr5575_37,51,bogense kirk
pr5575_37,58,kirk
pr5576_37,7,betlehem
pr5576_37,13,verdenskort
pr5576_37,13,europa
pr5576_37,18,betlehem
pr5576_37,19,mathæusevangeli
pr5576_37,20,betlehem
pr5576_37,20,ægypt
pr5577_37,28,himmelfart
pr5578_37,1,odens
pr5578_37,2,torv
pr5579_37,51,new york
pr5579_37,55,new york
pr5579_37,61,new york
pr5580_37,20,nazareth
pr5580_37,34,paradis
pr5580_37,35,paradisflod
pr5581_37,27,grev
pr5581_37,28,paradisets hav
pr5581_37,30,rævebak
pr5581_37,50,bogense kirk
pr5581_37,50,jerusalem
pr5581_37,70,jerusalem
pr5582_37,4,fyn
pr5583_37,58,damaskus
pr5583_37,76,damaskus
pr5583_37,82,damaskus
pr5584_37,4,betlehem
pr5584_37,20,jerusalem
pr5584_37,23,jerusalem
pr5584_37,31,israel
pr5584_37,31,betlehem
pr5584_37,34,betlehem
pr5584_37,36,betlehem
pr5584_37,37,betlehem
pr5584_37,61,jerusalem
pr5584_37,62,jerusalem
pr5584_37,63,jerusalem
pr5585_37,28,betesda dam
pr5585_37,29,betesda
pr5585_37,52,betesdadam
pr5585_37,59,betesdaanlæg
pr5585_37,69,betesdadam
pr5585_37,81,betesdadam
pr5587_37,26,bogens
pr5587_37,26,hors
pr5587_37,26,skælskør
pr5587_37,30,bogens
pr5587_37,32,bogens
pr5587_37,32,udkantsdanmark
pr5587_37,32,nazareth
pr5587_37,33,bogens
pr5587_37,33,nazareth
pr5587_37,34,københavn
pr5587_37,34,jerusalem
pr5588_38,35,nazar
pr5589_38,0,kirk
pr5589_38,29,nigeria
pr5589_38,44,kirk
pr5590_38,12,jerusalem
pr5590_38,59,danmark
pr5591_38,31,danmark
pr5593_38,2,københavn
pr5594_38,21,danmark
pr5594_38,60,danmark
pr5595_38,2,betlehem
pr5595_38,27,egypt
pr5595_38,27,jerusalem
pr5595_38,42,betlehem
pr5596_38,6,danmark
pr5596_38,56,betlehem
pr5596_38,70,betlehem
pr5597_38,2,jerusalem
pr5597_38,4,emmaus
pr5597_38,6,emmaus
pr5597_38,14,jerusalem
pr5597_38,14,emmaus
pr5597_38,22,kbh
pr5597_38,29,emmaus
pr5597_38,51,syri
pr5597_38,51,irak
pr5598_38,24,paris
pr5598_38,25,nigeria
pr5598_38,56,emmaus
pr5602_38,20,vejl
pr5602_38,27,søndermarkshus
pr5603_38,18,irak
pr5603_38,18,syri
pr5605_38,27,danmark
pr5609_38,20,århus
pr5610_38,49,danmark
pr5613_38,27,jordanflod
pr5613_38,55,himl
pr5613_38,55,jord
pr5614_38,25,esaja
pr5614_38,35,jordanflod
pr5614_38,47,esaja
pr5614_38,52,esaja
pr5614_38,55,esaja
pr5616_38,17,danmark
pr5617_38,53,jord
pr5620_38,5,indi
pr5620_38,6,danmark
pr5621_38,21,jordanflod
pr5621_38,31,filippi
pr5622_38,0,filippi
pr5622_38,54,jordanflod
pr5622_38,63,ålborg
pr5623_38,0,danmark
pr5623_38,15,danmark
pr5623_38,24,moselov
pr5625_38,10,facebook
pr5625_38,39,rom
pr5627_38,21,gethseman
pr5627_38,61,danmark
pr5629_38,2,danmark
pr5629_38,33,danmark
pr5629_38,51,danmark
pr5630_38,11,vejl
pr5630_38,13,jeriko
pr5631_38,2,danmark
pr5633_38,6,danmark
pr5633_38,7,danmark
pr5633_38,9,rusland
pr5633_38,13,syri
pr5633_38,13,irak
pr5633_38,16,usa
pr5633_38,17,israel
pr5634_38,8,søndermark
pr5634_38,8,sct
pr5634_38,56,vejle 4 er d
pr5638_38,9,paradis
pr5638_38,22,jerusalem
pr5638_38,39,ninev
pr5638_38,44,ninev
pr5638_38,54,ninev
pr5638_38,61,østukrain
pr5638_38,61,syri
pr5638_38,61,irak
pr5638_38,61,sydsudan
pr5638_38,80,ninev
pr5638_38,87,ninev
pr5639_38,2,ninev
pr5639_38,24,østukrain
pr5639_38,24,syri
pr5639_38,24,irak
pr5639_38,24,sydsudan
pr5639_38,25,ninev
pr5639_38,49,ninev
pr5639_38,58,ninev
pr5639_38,62,jerusalem
pr5640_38,16,danmark
pr5640_38,17,tyskland
pr5640_38,17,randbøl
pr5640_38,31,danmark
pr5641_38,8,danmark
pr5641_38,10,danmark
pr5642_38,55,irak
pr5644_38,41,danmark
pr5645_38,0,nain
pr5645_38,1,vejl
pr5645_38,2,vejl
pr5645_38,60,middelhav
pr5646_38,0,lollandfalst
pr5646_38,56,paradis
pr5646_38,56,paradis
pr5648_38,71,rødby
pr5648_38,71,sver
pr5648_38,75,folkekirk
pr5649_38,0,rio
pr5649_38,15,pl
pr5649_38,59,danmark
pr5650_38,14,vejl
pr5650_38,15,vejl
pr5650_38,81,vejle town
pr5653_38,15,esaja
pr5654_38,1,facebook
pr5654_38,35,sjælland
pr5656_38,0,danmark
pr5656_38,56,danmark
pr5656_38,60,danmark
pr5657_38,1,søndermarkskirk
pr5658_38,19,sjælland
pr5661_38,76,danmark
pr5663_38,2,solhjem
pr5664_38,11,esbjerg
pr5664_38,13,århus
pr5666_38,17,europa
pr5668_38,74,myrra
pr5668_38,80,betlehem
pr5670_38,7,betlehem
pr5670_38,16,danmark
pr5670_38,18,aleppo
pr5670_38,18,sydsudan
pr5670_38,18,burundi
pr5670_38,18,berlin
pr5671_38,6,danmark
pr5671_38,35,betlehem
pr5671_38,48,betlehem
pr5671_38,48,egypt
pr5672_38,55,danmark
pr5673_38,15,himl
pr5673_38,43,danmark
pr5674_38,6,mariæ bebud
pr5675_38,4,ægypt
pr5675_38,23,københavn
pr5675_38,27,frankr
pr5679_38,16,danmark
pr5679_38,18,kirk
pr5679_38,57,jerusalem
pr5680_38,8,vejl
pr5680_38,9,københavn
pr5680_38,10,jerusalem
pr5680_38,12,golgata
pr5680_38,19,jerusalem
pr5680_38,68,barrit
pr5680_38,69,nicolai
pr5681_38,9,tirsbæk
pr5681_38,10,skyttehushav
pr5681_38,14,danmark
pr5682_38,6,noas ark
pr5682_38,21,danmark
pr5682_38,40,babel
pr5683_38,15,danmark
pr5683_38,43,københavn
pr5684_38,69,etiopi
pr5684_38,71,esaja
pr5684_38,80,etiopi
pr5685_38,4,noas ark
pr5686_38,4,danmark
pr5686_38,41,kors
pr5688_38,14,københavn
pr5688_38,32,københavn
pr5688_38,36,emmaus
pr5689_38,21,ninev
pr5690_38,17,syri
pr5690_38,19,syri
pr5690_38,35,köln
pr5690_38,35,sver
pr5690_38,35,afrika
pr5690_38,35,det indiske ocean
pr5691_38,4,bøgevang
pr5691_38,5,græs
pr5691_38,10,koldingvej
pr5691_38,13,københavn
pr5691_38,17,"vejle
"
pr5691_38,70,troen
pr5692_38,35,"nord
"
pr5692_38,35,korea
pr5692_38,35,saudi arabi
pr5692_38,36,mellemøst
pr5692_38,36,afrika
pr5692_38,36,asi
pr5694_38,28,paris
pr5695_38,8,usa
pr5696_38,0,himl
pr5698_38,1,danmark
pr5698_38,41,galilæa
pr5699_39,7,betlehem
pr5699_39,29,jerusalem
pr5699_39,29,jerusalem
pr5699_39,30,jerusalem
pr5699_39,33,jerusalem
pr5699_39,35,jerusalem
pr5699_39,35,jerusalem
pr5700_39,20,israel
pr5700_39,24,jordanflod
pr5700_39,26,gudsr
pr5701_39,4,matthæusevangeli
pr5701_39,5,jordanflod
pr5702_39,1,betlehem
pr5702_39,4,østerland
pr5702_39,6,betlehem
pr5702_39,8,østerland
pr5702_39,10,østerland
pr5702_39,12,østerland
pr5702_39,19,østerland
pr5702_39,20,babylon
pr5702_39,21,østerland
pr5702_39,24,betlehem
pr5702_39,25,betlehem
pr5702_39,28,betlehem
pr5702_39,28,egypt
pr5702_39,30,betlehem
pr5702_39,31,egypt
pr5702_39,32,jerusalem
pr5702_39,35,østerland
pr5704_39,0,egypt
pr5704_39,0,betlehem
pr5704_39,4,nordjylland
pr5704_39,4,vendsyssel
pr5704_39,4,limfjord
pr5704_39,5,danmark
pr5704_39,13,egypt
pr5704_39,14,egypt
pr5704_39,16,egypt
pr5704_39,16,betlehem
pr5704_39,16,egypt
pr5706_39,1,østerland
pr5706_39,34,nazareth
pr5707_39,3,salling
pr5707_39,13,jerusalem
pr5707_39,23,kristendom
pr5708_39,2,betlehem
pr5708_39,16,jerusalem
pr5708_39,20,jerusalem
pr5708_39,37,davids by
pr5709_39,7,betlehem
pr5709_39,12,betlehem
pr5709_39,17,betlehem
pr5709_39,17,jord
pr5709_39,30,betlehem
pr5709_39,38,betlehem
pr5710_39,28,egypt
pr5711_39,7,berling
pr5711_39,28,gudsr
pr5711_39,29,gudsr
pr5711_39,37,berlin
pr5713_39,2,nørre trand
pr5713_39,25,israel
pr5714_39,38,gudsr
pr5716_39,0,israel
pr5717_39,29,rom
pr5718_39,44,nazareth
pr5719_39,3,damaskus
pr5721_39,33,jantelov
pr5722_39,2,ninev
pr5722_39,2,ninev
pr5722_39,6,ninev
pr5722_39,6,ninev
pr5722_39,7,ninev
pr5722_39,15,den danske folkekirk
pr5725_39,0,rørdal kirk
pr5725_39,1,kirk
pr5725_39,1,log
pr5725_39,12,danmark
pr5725_39,18,betel
pr5725_39,19,betel
pr5726_39,5,junibak
pr5729_39,5,nazareth
pr5729_39,6,jord
pr5730_39,8,jerusalem
pr5730_39,8,emmaus
pr5730_39,8,jerusalem
pr5730_39,10,jerusalem
pr5730_39,17,jerusalem
pr5730_39,17,emmaus
pr5730_39,28,emmaus
pr5730_39,38,emmaus
pr5731_39,1,betlehem
pr5731_39,10,betlehem
pr5732_39,28,betlehem
pr5732_39,30,betlehem
pr5733_39,5,stormagasin
pr5733_39,21,betlehem
pr5734_39,32,jerusalem
pr5736_39,7,tyskland
pr5737_39,13,kaanan
pr5737_39,30,jerusalem
pr5739_39,17,jordanflod
pr5740_39,26,nazareth
pr5740_39,29,nazareth
pr5740_39,37,nazareth
pr5741_39,0,nørre trand
pr5742_39,1,jerusalem
pr5742_39,4,linå kirk
pr5742_39,4,silkeborg
pr5743_39,0,århus
pr5745_39,8,rørdal
pr5745_39,8,log
pr5745_39,20,rørdal
pr5746_40,16,ubby
pr5747_40,24,rådhusplads
pr5747_40,25,tyskland
pr5747_40,26,rådhusplads
pr5747_40,27,rådhusplads
pr5747_40,69,paradise hotel
pr5749_40,3,nazareth
pr5749_40,37,kors
pr5749_40,37,kors
pr5750_40,34,kors
pr5750_40,35,kors
pr5751_40,38,danmark
pr5752_40,5,moselov
pr5753_40,1,danmark
pr5753_40,5,danmark
pr5753_40,7,københavn
pr5753_40,7,danmark
pr5753_40,10,usa
pr5753_40,11,kapernaum
pr5753_40,11,danmark
pr5753_40,12,danmark
pr5753_40,12,usa
pr5753_40,12,danmark
pr5753_40,12,usa
pr5755_40,0,betesda
pr5755_40,0,betesda
pr5755_40,18,betesda dam
pr5757_40,1,betania
pr5757_40,1,jerusalem
pr5757_40,28,danmark
pr5757_40,32,danmark
pr5758_40,0,filips kirk
pr5758_40,0,amag
pr5758_40,8,nazareth
pr5758_40,8,nazareth
pr5758_40,10,israel
pr5758_40,24,kirk
pr5759_40,1,jerusalem
pr5759_40,4,jerusalem
