fname,sentence,LOC
pr10002_76,11,rom
pr10002_76,12,udkantsisrael
pr10002_76,21,østerland
pr10002_76,25,østerland
pr10002_76,25,betlehem
pr10002_76,34,danmark
pr10002_76,36,saba
pr10002_76,38,asi
pr10002_76,39,ethiopi
pr10002_76,39,afrika
pr10002_76,41,grækenland
pr10002_76,41,europa
pr10002_76,44,guds paradis
pr10002_76,44,østerland
pr10002_76,46,persi
pr10002_76,47,babylon
pr10002_76,49,jerusalem
pr10002_76,49,israel
pr10002_76,68,jerusalem
pr10002_76,68,betlehem
pr10002_76,72,betlehem
pr10002_76,75,nazar
pr10002_76,89,jerusalem
pr10002_76,92,nazar
pr10002_76,99,jerusalem
pr10003_76,13,paradis
pr10003_76,15,paradis
pr10003_76,30,paradis
pr10003_76,45,paradis
pr10003_76,48,ivans paradis
pr10004_76,41,rand
pr10005_76,39,paradis
pr10006_76,16,århus
pr10006_76,17,danmark
pr10006_76,24,jord
pr10006_76,25,sovj
pr10006_76,74,helved
pr10007_76,0,tyskland
pr10008_76,10,usa
pr10008_76,10,s
pr10008_76,19,det ubegrænsede friheds paradis
pr10008_76,20,det tabte paradis
pr10008_76,43,afrika
pr10009_76,0,grækenland
pr10009_76,0,delfi
pr10009_76,1,apol
pr10009_76,2,delfi
pr10009_76,8,delfi
pr10009_76,8,grækenland
pr10009_76,24,delfi
pr10009_76,31,delfi
pr10009_76,56,delfi
pr10010_76,28,jord
pr10010_76,49,sharia
pr10010_76,78,frankr
pr10010_76,78,tyrki
pr10010_76,78,münchen
pr10010_76,79,usa
pr10010_76,80,kabul
pr10011_76,7,usa
pr10011_76,12,tordenskjold
pr10011_76,45,tyrus
pr10011_76,45,sidon
pr10011_76,47,tyrus
pr10011_76,47,sidon
pr10011_76,69,korazim
pr10011_76,69,betsajda
pr10012_76,15,kirk
pr10012_76,27,kirk
pr10013_76,14,tivoli
pr10014_76,27,himmer
pr10014_76,53,himmer
pr10015_76,17,odense domkirk
pr10015_76,23,paradis
pr10015_76,37,paradis
pr10015_76,52,helved
pr10015_76,79,vandring
pr10016_76,1,betlehem
pr10016_76,84,jerusalem
pr10016_76,87,betlehem
pr10017_76,2,danmark
pr10017_76,5,wittenberg
pr10017_76,8,danmark
pr10018_76,3,pyramid
pr10018_76,6,egypt
pr10018_76,22,nairobis
pr10018_76,23,kapisalit
pr10018_76,23,gudenå
pr10018_76,51,golgata
pr10018_76,55,jordanflod
pr10018_76,84,kors
pr10020_76,2,jerusalem
pr10020_76,10,jerusalem
pr10020_76,47,jerusalem
pr10020_76,91,jerusalem
pr10021_76,13,land
pr10021_76,16,rig
pr10021_76,36,mellemøst
pr10021_76,52,rig
pr10021_76,56,betlehem
pr10021_76,56,golgata
pr10021_76,63,rig
pr10022_76,9,danmark
pr10022_76,34,genbrugsplads
pr10022_76,65,københavns domkirk
pr10023_76,15,sver
pr10024_76,1,roskild
pr10024_76,2,danmark
pr10024_76,9,kastel
pr10024_76,12,kastel
pr10024_76,15,mathæusevangeli
pr10025_76,17,galilæas sø
pr10026_76,10,paradis
pr10028_76,12,himmer
pr10028_76,38,paradis
pr10028_76,51,egoland
pr10029_76,52,lyk
pr10030_76,2,jordan
pr10030_76,2,tyrus
pr10030_76,2,galilæa
pr10030_76,2,jerusalem
pr10030_76,5,galilæa
pr10030_76,5,judæa
pr10031_76,8,betlehem
pr10031_76,8,nazareth
pr10031_76,8,israel
pr10031_76,18,kors
pr10031_76,34,menneskesøn
pr10032_76,2,betlehem
pr10032_76,7,hund
pr10032_76,7,kildebrønd
pr10033_76,3,wittenberg
pr10033_76,42,betlehem
pr10034_77,0,ledøjesmørum sogn
pr10034_77,2,ledøje kirk
pr10034_77,4,danmark
pr10034_77,10,usa
pr10034_77,38,univers
pr10034_77,105,univers
pr10036_77,40,det romerske r
pr10038_77,16,folkekirk
pr10038_77,18,folkekirk
pr10038_77,57,kana
pr10038_77,68,kana
pr10038_77,118,kana
pr10038_77,123,kana
pr10038_77,152,nazareth
pr10038_77,155,kana
pr10039_77,57,kors
pr10039_77,78,troen
pr10040_77,13,israel
pr10040_77,43,himmerigets skol
pr10040_77,95,danmark
pr10040_77,109,kana
pr10040_77,109,an
pr10040_77,117,kana
pr10040_77,117,an
pr10041_77,1,mindelund
pr10041_77,1,hellerup
pr10041_77,2,danmark
pr10041_77,4,danmark
pr10041_77,6,mindelund
pr10041_77,9,mindelund
pr10041_77,13,danmark
pr10041_77,14,mindelund
pr10042_77,1,danmark
pr10042_77,3,valby
pr10042_77,10,kroati
pr10042_77,27,valby
pr10042_77,95,genesaret sø
pr10043_77,8,jord
pr10043_77,10,usa
pr10043_77,11,usa
pr10043_77,12,usa
pr10043_77,17,hjørring
pr10043_77,35,syri
pr10043_77,36,usa
pr10043_77,65,kristendom
pr10044_77,37,sver
pr10044_77,39,sver
pr10044_77,76,lönnebo
pr10044_77,101,tyskland
pr10044_77,102,kina
pr10044_77,103,sovj
pr10044_77,103,cambodja
pr10044_77,104,balkan
pr10044_77,115,afghanistan
pr10044_77,122,afghanistan
pr10044_77,123,danmark
pr10044_77,123,afghanistan
pr10044_77,130,afghanistan
pr10045_77,1,egypt
pr10045_77,1,pakistan
pr10045_77,1,saudi arabi
pr10045_77,1,kina
pr10045_77,1,vietnam
pr10045_77,2,mellemøst
pr10045_77,3,egypt
pr10045_77,6,canada
pr10045_77,9,cairo
pr10045_77,11,mellemøst
pr10045_77,11,vest
pr10045_77,14,egypt
pr10045_77,18,gellerup kirk
pr10045_77,18,århus
pr10045_77,19,pplads
pr10045_77,22,gellerup
pr10045_77,26,egypt
pr10045_77,26,pakistan
pr10045_77,26,kina
pr10045_77,30,danmark
pr10045_77,31,ledøjesmørum pastorat
pr10045_77,65,babylon
pr10045_77,68,egypt
pr10045_77,70,jerusalem
pr10046_77,48,ganløs
pr10046_77,52,japan
pr10046_77,53,japan
pr10046_77,99,israel
pr10046_77,100,israel
pr10046_77,143,zakæus
pr10047_77,2,sydstat
pr10047_77,26,himmer
pr10047_77,104,himmer
pr10049_77,76,cambodja
pr10049_77,77,nirvana
pr10049_77,77,himl
pr10050_77,0,twin tow
pr10050_77,0,new york
pr10050_77,2,world trade cent
pr10050_77,15,afghanistan
pr10050_77,16,irak
pr10050_77,34,afghanistan
pr10051_77,81,samaria
pr10051_77,81,galilæa
pr10052_77,93,ventevær
pr10052_77,128,nain
pr10053_77,111,ledøje kirk
pr10054_77,22,kapernaum
pr10054_77,30,kapernaum
pr10054_77,51,kapernaum
pr10054_77,107,kapernaum
pr10054_77,127,leødjesmørum
pr10055_77,58,kapernaum
pr10055_77,71,jordan
pr10055_77,73,jordan
pr10056_77,27,smørum kirk
pr10056_77,27,konfirmandhus
pr10057_77,8,vridsløselil
pr10057_77,10,vridsløselille statsfængsel
pr10057_77,15,vridsløselil
pr10057_77,16,troen
pr10057_77,45,vridsløselil
pr10057_77,60,tivoli
pr10057_77,74,vridsløselil
pr10057_77,75,vollsmos
pr10057_77,77,vollsmos
pr10057_77,77,odens
pr10057_77,103,kappadoki
pr10058_77,55,oslo
pr10058_77,57,jerusalem
pr10059_77,4,nazar
pr10059_77,10,nazar
pr10059_77,56,univers
pr10059_77,56,jord
pr10059_77,82,vollsmos
pr10060_77,106,paradis
pr10061_77,2,jerusalem
pr10061_77,11,jerusalem
pr10061_77,12,israel
pr10061_77,22,jerusalem
pr10061_77,24,jerusalem
pr10061_77,102,israel
pr10061_77,112,betlehem
pr10061_77,113,jerusalem
pr10061_77,144,jerusalem
pr10062_77,1,bruxel
pr10062_77,9,jerusalem
pr10062_77,47,jerusalem
pr10062_77,85,tyskland
pr10063_77,19,østland
pr10064_77,13,nørreport
pr10064_77,14,metro
pr10064_77,43,usa
pr10064_77,43,israelpalæstina
pr10065_77,0,afghanistan
pr10065_77,1,liby
pr10065_77,2,danmark
pr10065_77,5,liby
pr10065_77,9,egypt
pr10065_77,16,egypt
pr10065_77,27,egypt
pr10065_77,33,afghanistan
pr10065_77,33,liby
pr10065_77,38,afghanistan
pr10065_77,38,liby
pr10065_77,47,israel
pr10065_77,49,egypt
pr10065_77,50,egypt
pr10065_77,53,egypt
pr10066_77,1,københavns domkirk
pr10066_77,12,natkirk
pr10066_77,15,natkirk
pr10067_77,0,tyskland
pr10067_77,0,køln
pr10067_77,2,køln
pr10067_77,2,köllnerdom
pr10067_77,3,domkirk
pr10067_77,4,banegård
pr10067_77,8,betlehem
pr10067_77,41,grønland
pr10067_77,41,thailand
pr10067_77,48,ghana
pr10067_77,49,vestsjælland
pr10067_77,52,afrika
pr10067_77,58,nordpol
pr10067_77,77,alp
pr10068_77,26,danmark
pr10068_77,63,folkekirk
pr10068_77,72,atla
pr10068_77,126,nazareth
pr10068_77,139,gudsr
pr10069_77,12,lea
pr10070_77,106,rom
pr10071_77,1,paris
pr10071_77,2,godot
pr10071_77,9,godot
pr10071_77,38,århus
pr10071_77,40,vestafrika
pr10071_77,43,egypt
pr10071_77,43,tunesi
pr10071_77,43,syri
pr10071_77,43,myanmar
pr10071_77,87,malakia
pr10072_77,9,paradis
pr10072_77,73,indi
pr10073_77,24,golgata
pr10074_77,53,danmark
pr10075_77,1,vestre fængsel
pr10075_77,74,roskild
pr10075_77,95,cambodja
pr10075_77,98,danmark
pr10076_77,5,troen
pr10076_77,19,vej
pr10076_77,54,ledøjesmørum
pr10076_77,86,forrest gump
pr10076_77,90,usa
pr10077_77,18,new york
pr10077_77,18,nic
pr10077_77,25,egypt
pr10077_77,35,moriabjerg
pr10077_77,40,egypt
pr10077_77,43,egypt
pr10078_77,0,frederikssund
pr10078_77,1,ledøj
pr10078_77,1,smørum
pr10078_77,28,skjern å
pr10078_77,29,skjern å
pr10078_77,30,jord
pr10080_77,52,paradis
pr10080_77,98,jerusalem
pr10081_77,0,kirkehøjskol
pr10081_77,16,thy
pr10081_77,42,krogsdal
pr10081_77,60,israel
pr10081_77,113,babylon
pr10081_77,119,siloa
pr10082_77,35,jord
pr10082_77,36,jord
pr10082_77,89,kongehus
pr10083_77,25,nazar
pr10083_77,25,betlehem
pr10083_77,54,betlehem
pr10083_77,56,betlehem
pr10083_77,56,vestbred
pr10083_77,60,fakta
pr10083_77,105,betlehem
pr10083_77,106,betlehem
pr10083_77,111,betlehem
pr10083_77,120,betlehem
pr10084_77,45,jerusalem
pr10084_77,49,jerusalem
pr10084_77,52,jerusalem
pr10085_77,22,helved
pr10085_77,27,helved
pr10086_77,5,københavn
pr10086_77,5,amag
pr10086_77,7,fyn
pr10086_77,18,trinitatis kirk
pr10086_77,105,esaja
pr10087_77,0,danmark
pr10087_77,6,silkeborg
pr10087_77,13,tyskland
pr10087_77,13,danmark
pr10087_77,36,frederiksberg
pr10087_77,43,zoo
pr10087_77,91,paradis
pr10088_77,14,tyrus
pr10088_77,14,sidon
pr10088_77,17,israel
pr10088_77,19,israel
pr10088_77,32,israel
pr10088_77,32,mellemøst
pr10088_77,33,danmark
pr10089_77,5,jordanflod
pr10089_77,26,nazar
pr10090_77,20,danmark
pr10091_77,43,mariehøn
pr10092_77,18,københavns universit
pr10092_77,21,borneo
pr10092_77,39,afrika
pr10092_77,40,afrika
pr10092_77,43,afrika
pr10092_77,75,vej
pr10092_77,92,grønland
pr10092_77,107,grønland
pr10092_77,117,vej
pr10093_77,30,grønland
pr10093_77,31,nuuk
pr10093_77,31,godthåbsfjord
pr10093_77,34,hal
pr10093_77,40,nuuk
pr10093_77,43,jord
pr10093_77,49,nuuk
pr10093_77,60,grønland
pr10093_77,60,danmark
pr10093_77,87,kina
pr10095_77,0,jerusalem
pr10095_77,3,jerusalem
pr10095_77,9,templ
pr10095_77,10,jerusalem
pr10095_77,23,jerusalem
pr10095_77,31,jerusalem
pr10095_77,41,golgata
pr10095_77,48,templ
pr10095_77,78,lund
pr10095_77,97,berlinmur
pr10095_77,113,israel
pr10095_77,121,jerusalem
pr10095_77,121,israelpalæstina
pr10096_77,0,brorsonskirk
pr10096_77,7,kirkerum
pr10096_77,26,ledøje kirk
pr10096_77,37,københavn
pr10096_77,39,danmark
pr10096_77,53,kirk
pr10096_77,78,brorsonskirk
pr10096_77,87,jerusalem
pr10096_77,102,jerusalem
pr10096_77,109,jerusalem
pr10096_77,112,københavn
pr10096_77,120,nazareth
pr10097_77,2,javel
pr10097_77,6,australi
pr10097_77,7,rusland
pr10097_77,8,kabul
pr10097_77,134,det sixtinske kapel
pr10098_77,7,esaja
pr10098_77,25,betlehem
pr10098_77,63,hvidovr
pr10098_77,63,herlev
pr10098_77,63,betlehem
pr10098_77,90,newtown
pr10098_77,95,newtown
pr10098_77,117,norg
pr10099_77,29,jerusalem
pr10099_77,55,facebook
pr10100_77,11,kairo
pr10100_77,14,kairo
pr10100_77,23,israelpalæstina
pr10100_77,23,afghanistan
pr10100_77,23,new york
pr10100_77,23,utøya
pr10100_77,23,norg
pr10100_77,92,nazareth
pr10100_77,107,jordanflod
pr10100_77,125,nazareth
pr10101_77,0,ledøje kirk
pr10102_77,54,sorø
pr10102_77,55,sorø
pr10102_77,56,københavn
pr10102_77,57,facebook
pr10102_77,80,babel
pr10102_77,95,mesopotami
pr10102_77,95,judæa
pr10102_77,95,kappadoki
pr10102_77,95,pontus
pr10102_77,95,asi
pr10102_77,95,frygi
pr10102_77,95,pamfyli
pr10102_77,95,egypt
pr10102_77,95,kyr
pr10102_77,95,lib
pr10103_77,104,ballelar
pr10104_77,0,himmer
pr10104_77,6,rusland
pr10104_77,92,eidsvåg
pr10104_77,105,himmer
pr10105_77,21,himmelly
pr10105_77,22,mos
pr10105_77,50,nazareth
pr10105_77,114,kors
pr10105_77,133,betlehem
pr10105_77,141,betlehem
pr10105_77,142,egypt
pr10105_77,145,jerusalem
pr10105_77,150,golgata
pr10105_77,152,golgata
pr10105_77,156,jerusalem
pr10107_77,0,mindelund
pr10107_77,0,hellerup
pr10107_77,24,rigsarkiv
pr10107_77,29,mindelund
pr10107_77,31,mindelund
pr10107_77,32,mindelund
pr10107_77,66,paradis
pr10108_77,13,vesterbro
pr10108_77,48,esaja
pr10108_77,48,nazar
pr10108_77,60,israel
pr10108_77,69,sidon
pr10108_77,75,nazar
pr10108_77,75,israel
pr10108_77,76,israel
pr10108_77,138,nazar
pr10108_77,138,jerusalem
pr10108_77,145,nazar
pr10108_77,149,galilæa
pr10108_77,150,galilæa
pr10108_77,152,nazar
pr10109_77,57,rusland
pr10110_77,49,europa
pr10110_77,121,rig
pr10111_77,24,betlehem
pr10111_77,33,cambodja
pr10111_77,44,cambodja
pr10111_77,104,israel
pr10111_77,108,betlehem
pr10112_77,68,broen
pr10114_77,25,københavn
pr10114_77,53,jord
pr10115_77,31,egypt
pr10115_77,33,egypt
pr10115_77,58,københavn
pr10116_77,43,univers
pr10116_77,47,galilei
pr10116_77,48,europa
pr10116_77,66,troen
pr10117_77,3,helved
pr10117_77,6,nivaagaard museum
pr10118_77,27,mount everest
pr10118_77,29,arving
pr10118_77,31,thailand
pr10118_77,35,arving
pr10119_77,10,skt
pr10119_77,13,skt
pr10119_77,17,skt
pr10119_77,23,skt
pr10119_77,29,skt
pr10119_77,52,esaja
pr10119_77,83,babylon
pr10119_77,89,filippin
pr10119_77,96,thranholm
pr10119_77,98,kosmo
pr10119_77,113,golgata
pr10119_77,115,golgata
pr10119_77,162,betlehem
pr10120_77,51,rigshospital
pr10121_77,47,danmark
pr10121_77,47,afghanistan
pr10121_77,63,afghanistan
pr10121_77,92,vej
pr10121_77,93,damaska
pr10122_77,24,kors
pr10122_77,47,golgata
pr10122_77,110,esaja
pr10123_77,62,europa parlament
pr10123_77,66,europa
pr10123_77,68,grækenland
pr10123_77,68,tyskland
pr10123_77,69,europa
pr10123_77,71,europa
pr10123_77,74,nigeria
pr10123_77,75,boko haram
pr10123_77,81,nigeria
pr10123_77,84,boko haram
pr10123_77,92,boro haram
pr10123_77,111,danmark
pr10123_77,111,nigeria
pr10124_77,3,konfirmandhus
pr10124_77,16,usa
pr10124_77,63,helved
pr10125_77,14,danmark
pr10125_77,44,facebook
pr10125_77,72,rig
pr10125_77,79,rig
pr10128_77,21,betesda dam
pr10128_77,27,betesda dam
pr10128_77,32,betesda dam
pr10128_77,63,new jersey
pr10128_77,116,betesda dam
pr10128_77,133,betesda dam
pr10130_77,7,danmark
pr10130_77,8,odsherred
pr10130_77,10,danmark
pr10130_77,11,toscana
pr10130_77,12,danmark
pr10130_77,13,odsherred
pr10130_77,22,toscana
pr10130_77,22,chiantiområd
pr10130_77,40,chiantis
pr10130_77,69,mol
pr10131_77,16,japan
pr10131_77,35,kærstad
pr10131_77,40,menneskesøn
pr10131_77,48,nazareth
pr10131_77,50,nazareth
pr10131_77,51,udkantsisrael
pr10131_77,54,nazareth
pr10131_77,56,nazareth
pr10132_77,57,israel
pr10133_77,98,usa
pr10134_77,17,danmark
pr10134_77,32,cambodja
pr10134_77,40,rusland
pr10134_77,42,sotj
pr10134_77,43,storebæltsbro
pr10134_77,46,jerusalem
pr10135_77,9,genbrugsstation
pr10135_77,18,ballerupcentr
pr10135_77,22,ballerupcentr
pr10135_77,59,østerland
pr10135_77,77,østerland
pr10135_77,114,østerland
pr10136_77,2,rom
pr10136_77,10,rom
pr10136_77,29,jerusalem
pr10137_77,55,jord
pr10137_77,72,ballerup
pr10138_77,12,norg
pr10138_77,17,vanløs
pr10138_77,23,norg
pr10138_77,52,troen
pr10138_77,60,norg
pr10138_77,124,norg
pr10139_77,45,afghanistan
pr10139_77,123,kors
pr10141_77,4,univers
pr10141_77,54,jerusalem
pr10141_77,62,jerusalem
pr10142_77,72,univers
pr10142_77,76,syri
pr10143_77,24,jerusalem
pr10143_77,90,nazareth
pr10143_77,106,jerusalem
pr10144_77,2,univers
pr10144_77,91,spani
pr10144_77,114,damaskus
pr10144_77,127,emmaus
pr10145_77,0,smørum kirk
pr10145_77,16,smørum
pr10145_77,17,smørum kirk
pr10145_77,19,getsemane hav
pr10145_77,21,smørum
pr10145_77,26,smørum kirk
pr10145_77,37,smørum kirk
pr10145_77,100,smørum kirk
pr10146_77,4,krudttønd
pr10146_77,4,den jødiske synagog
pr10146_77,8,nørrebro
pr10146_77,10,jordan
pr10146_77,11,nørrebro
pr10146_77,13,israel
pr10146_77,35,syri
pr10146_77,35,irak
pr10147_77,2,odsherred
pr10147_77,7,odsherred
pr10147_77,10,danmark
pr10147_77,13,københavn
pr10147_77,13,tyskland
pr10147_77,13,frankr
pr10147_77,14,japan
pr10147_77,15,sydøstasi
pr10147_77,21,jord
pr10147_77,22,thailand
pr10147_77,25,jord
pr10147_77,28,england
pr10147_77,30,europa
pr10147_77,49,jord
pr10147_77,50,univers
pr10148_77,42,himmer
pr10148_77,44,himmer
pr10149_77,35,israel
pr10149_77,87,univers
pr10150_77,16,jerusalem
pr10150_77,17,betania
pr10150_77,17,jordanflod
pr10150_77,78,egypt
pr10150_77,80,israel
pr10151_77,15,danmark
pr10151_77,47,danmark
pr10152_77,0,danmark
pr10152_77,3,danmark
pr10152_77,7,danmark
pr10152_77,13,israel
pr10152_77,25,danmark
pr10152_77,29,danmark
pr10152_77,34,danmark
pr10152_77,38,danmark
pr10152_77,42,himmer
pr10152_77,49,himmer
pr10152_77,59,troen
pr10152_77,60,sydafrika
pr10152_77,70,himmer
pr10152_77,77,troen
pr10153_77,67,rom
pr10154_77,5,danmark
pr10154_77,12,middelhav
pr10154_77,13,syri
pr10154_77,13,irak
pr10154_77,13,sydsudan
pr10154_77,85,vest
pr10154_77,87,afrika
pr10154_77,91,afrika
pr10154_77,105,buen
pr10155_77,0,testrup højskol
pr10155_77,37,univers
pr10155_77,41,univers
pr10155_77,88,samaria
pr10155_77,125,univers
pr10156_77,0,matador
pr10156_77,5,korsbæk
pr10156_77,14,sver
pr10156_77,15,danmark
pr10156_77,15,tyskland
pr10156_77,17,sver
pr10156_77,25,sver
pr10156_77,25,øresund
pr10156_77,29,israel
pr10156_77,35,syri
pr10156_77,37,europa
pr10156_77,38,danmark
pr10156_77,44,syri
pr10156_77,57,hekkenfeld
pr10156_77,81,europa
pr10156_77,84,syri
pr10156_77,86,smørum
pr10156_77,87,egedal kommun
pr10156_77,88,smørum kulturhus
pr10156_77,100,konfirmandhus
pr10157_77,91,nain
pr10160_77,0,danmark
pr10160_77,1,christiansborg slotskirk
pr10160_77,11,haderslev
pr10160_77,75,israel
pr10160_77,86,rom
pr10161_77,23,strøg
pr10162_77,63,sahara
pr10162_77,76,palm
pr10163_77,45,hillerød
pr10163_77,50,højskoledanmark
pr10164_77,20,theresienstad
pr10164_77,20,auschwizt
pr10164_77,61,erobring
pr10164_77,61,erobring
pr10164_77,68,betlehem
pr10164_77,108,betlehem
pr10164_77,116,ledøjesmørum
pr10164_77,124,betlehem
pr10165_77,67,paradis
pr10165_77,73,betlehem
pr10165_77,77,kirk
pr10165_77,84,kirk
pr10165_77,118,rom
pr10166_77,38,troen
pr10166_77,109,troen
pr10166_77,110,troen
pr10167_77,46,hillerød
pr10167_77,51,højskoledanmark
pr10168_77,12,farao
pr10169_77,0,jerusalem
pr10169_77,9,jerusalem
pr10169_77,28,nazareth
pr10169_77,32,nazareth
pr10169_77,34,kors
pr10169_77,39,jerusalem
pr10169_77,58,danmark
pr10169_77,83,østerbro
pr10169_77,83,krudttønd
pr10170_77,20,smørum kirk
pr10170_77,20,mellemøst
pr10171_77,33,paradis
pr10171_77,34,paradis
pr10173_77,10,spani
pr10173_77,34,galilæa
pr10173_77,36,sinaibjerg
pr10173_77,46,jerusalem
pr10173_77,47,getseman
pr10173_77,47,oliebjerg
pr10173_77,48,jerusalem
pr10173_77,49,golgata
pr10173_77,50,galilæa
pr10173_77,52,bjerg
pr10173_77,69,sakristi
pr10173_77,118,thy
pr10173_77,141,kors
pr10174_77,0,skt han
pr10175_77,2,noma
pr10175_77,16,københavn
pr10175_77,17,strandboulevard
pr10175_77,17,østerbro
pr10175_77,119,getseman
pr10176_77,0,mindelund
pr10176_77,0,hellerup
pr10176_77,24,rigsarkiv
pr10176_77,29,mindelund
pr10176_77,31,mindelund
pr10176_77,32,mindelund
pr10176_77,66,paradis
pr10179_77,33,himmer
pr10179_77,37,himmer
pr10180_77,1,afghanistan
pr10181_77,50,troen
pr10181_77,65,camino
pr10182_77,35,mongoli
pr10182_77,36,mongoli
pr10182_77,38,mongoli
pr10182_77,53,mongoli
pr10182_77,56,smørum
pr10182_77,57,iran
pr10182_77,59,danmark
pr10182_77,59,iran
pr10182_77,67,danmark
pr10182_77,67,smørum
pr10182_77,85,rom
pr10183_77,29,judæa
pr10183_77,31,israel
pr10183_77,112,troen
pr10184_77,8,efeso
pr10184_77,12,helved
pr10185_77,0,grønland
pr10185_77,0,nuuk
pr10185_77,1,aasiaat
pr10185_77,5,grønland
pr10185_77,21,danmark
pr10185_77,35,israel
pr10185_77,36,israel
pr10185_77,39,danmark
pr10185_77,50,syri
pr10185_77,50,rusland
pr10185_77,129,damaskus
pr10185_77,131,danmark
pr10185_77,134,syri
pr10185_77,134,mellemøst
pr10186_77,3,lillesø
pr10186_77,6,jord
pr10186_77,41,orlando
pr10187_77,52,paradis
pr10187_77,89,jerusalem
pr10188_77,29,ledøjesmørum
pr10188_77,83,jerusalem
pr10188_77,83,nazar
pr10188_77,89,danmark
pr10188_77,89,tyskland
pr10189_77,37,matador
pr10189_77,47,israel
pr10189_77,58,sandholmlejr
pr10189_77,86,folkekirk
pr10189_77,113,danmark
pr10189_77,114,danmark
pr10190_77,21,danmark
pr10190_77,30,danmark
pr10190_77,54,danmark
pr10190_77,58,smørum kirk
pr10190_77,58,københavn
pr10190_77,59,smørum kirk
pr10190_77,60,bornholm
pr10190_77,60,østerlars kirk
pr10190_77,60,bornholm
pr10190_77,61,østerlars kirk
pr10190_77,77,østerlars kirk
pr10192_77,33,jerusalem
pr10192_77,58,cambodja
pr10192_77,58,england
pr10192_77,58,usa
pr10192_77,58,sver
pr10192_77,80,london
pr10193_77,2,mexico
pr10193_77,4,usa
pr10193_77,9,usa
pr10193_77,16,syri
pr10193_77,17,afghanistan
pr10193_77,17,mellemøst
pr10193_77,18,boko haran
pr10193_77,18,afrika
pr10193_77,20,europa
pr10193_77,21,usa
pr10193_77,21,usa
pr10193_77,105,new york
pr10194_77,2,esaja
pr10194_77,6,england
pr10194_77,8,england
pr10194_77,14,danmark
pr10194_77,30,danmark
pr10194_77,33,danmark
pr10194_77,36,danmark
pr10194_77,39,danmark
pr10194_77,57,jerusalem
pr10194_77,61,esaja
pr10194_77,87,london
pr10195_77,1,danmark
pr10195_77,7,himmer
pr10195_77,17,kina
pr10195_77,17,indi
pr10195_77,19,himmer
pr10195_77,20,himmer
pr10195_77,29,himmer
pr10195_77,35,københavn
pr10195_77,47,himmer
pr10195_77,87,himmer
pr10195_77,105,himmer
pr10197_77,26,vanløs
pr10197_77,30,kina
pr10200_77,1,jerusalem
pr10200_77,13,rotterdam
pr10200_77,18,danmark
pr10200_77,37,saudiarabi
pr10200_77,44,badawi
pr10200_77,46,danmark
pr10200_77,48,saudiarabi
pr10200_77,51,jerusalem
pr10200_77,66,jeriko
pr10201_77,39,betlehem
pr10201_77,47,rom
pr10201_77,48,syri
pr10201_77,62,syri
pr10201_77,63,sydsudan
pr10201_77,73,syri
pr10201_77,73,irak
pr10201_77,96,tyskland
pr10201_77,97,jugoslavi
pr10201_77,97,rwanda
pr10201_77,98,mellemøst
pr10201_77,108,holland
pr10201_77,109,romer
pr10201_77,136,lønneberg
pr10201_77,151,davids by
pr10202_77,1,jerusalem
pr10202_77,22,kirk
pr10202_77,59,ledøjetoft
pr10204_77,38,danmark
pr10204_77,44,danmark
pr10204_77,45,danmark
pr10205_77,17,søagerskol
pr10205_77,22,søagerskol
pr10205_77,43,galilæa
pr10207_77,3,ramasjang
pr10207_77,5,christian
pr10207_77,5,bornholm
pr10207_77,7,danmark
pr10207_77,8,europa
pr10207_77,10,danmark
pr10207_77,11,europa
pr10207_77,12,christians ø
pr10207_77,13,danmark
pr10207_77,15,danmark
pr10207_77,15,europa
pr10207_77,18,danmark
pr10207_77,49,skt
pr10207_77,79,grønland
pr10208_77,3,himl
pr10208_77,3,jord
pr10208_77,25,jesusbarn
pr10208_77,82,troen
pr10210_77,3,usa
pr10210_77,7,usa
pr10210_77,9,usa
pr10210_77,11,england
pr10210_77,20,danmark
pr10210_77,21,europa
pr10210_77,43,rigshospital
pr10212_79,25,købehavns domkirk
pr10214_79,0,afrika
pr10214_79,5,danmark
pr10214_79,5,afrika
pr10214_79,40,præstegård
pr10215_79,27,århus
pr10215_79,27,kjellerup skol
pr10216_79,14,hørup kirk
pr10216_79,14,danmark
pr10217_79,9,danmark
pr10217_79,9,danmark
pr10218_79,24,jerusalem
pr10218_79,34,jerusalem
pr10218_79,38,kors
pr10220_79,9,israel
pr10220_79,21,jeriko
pr10220_79,23,jerusalem
pr10223_79,0,gudsr
pr10223_79,2,gudsr
pr10223_79,15,gudsr
pr10223_79,16,gudsr
pr10223_79,18,gudsr
pr10223_79,18,gudsr
pr10223_79,18,gudsr
pr10223_79,28,gudsr
pr10223_79,34,gudsr
pr10223_79,37,gudsr
pr10223_79,43,galilæa
pr10223_79,50,gudsr
pr10223_79,55,gudsr
pr10223_79,56,gudsr
pr10224_79,12,usa
pr10224_79,12,norg
pr10224_79,12,algeri
pr10224_79,49,cæseræa fillipi
pr10224_79,49,gethsemanehav
pr10225_79,36,betlehem
pr10227_79,21,manna
pr10228_79,6,himmer
pr10228_79,9,himmer
pr10228_79,29,himmer
pr10228_79,33,danmark
pr10228_79,40,gudsr
pr10230_79,20,israel
pr10230_79,21,israel
pr10231_79,5,jord
pr10232_79,15,helligånd
pr10233_79,0,levring
pr10233_79,0,hørup
pr10234_79,6,gudsr
