Source,Type,Target,Weight
hjerting kirk,undirected,palmesøndag,1
danmark,undirected,palmesøndag,7
hørup,undirected,levring,2
himmer,undirected,kors,6
gudsr,undirected,himmer,12
gudsr,undirected,jord,19
kors,undirected,københavn,8
gudsr,undirected,kors,2
gudsr,undirected,københavn,2
facebook,undirected,gudsr,1
jerusalem,undirected,torv,2
torv,undirected,zakæus,1
betlehem,undirected,galilæa,21
betlehem,undirected,det nye testament,11
betlehem,undirected,gravhav,2
det nye testament,undirected,jerusalem,32
galilæa,undirected,gravhav,6
galilæa,undirected,paradisets hav,3
galilæa,undirected,paradis,11
det nye testament,undirected,gravhav,1
det nye testament,undirected,paradisets hav,1
det nye testament,undirected,israel,22
det nye testament,undirected,paradis,17
gravhav,undirected,paradisets hav,1
gravhav,undirected,israel,2
gravhav,undirected,paradis,3
israel,undirected,paradis,69
esbjerg,undirected,hjerting kirk,4
betesdas dam,undirected,københavn,2
jerusalem,undirected,rundetårn,2
emmaus,undirected,jerusalem,78
emmaus,undirected,rundetårn,1
egypt,undirected,israels land,4
egypt,undirected,galilæa,15
arkelao,undirected,egypt,1
egypt,undirected,jeremia,2
egypt,undirected,rama,4
egypt,undirected,ægypt,4
egypt,undirected,nazar,22
betlehem,undirected,israels land,3
israels land,undirected,jord,6
galilæa,undirected,israels land,2
det gamle testament,undirected,israels land,4
arkelao,undirected,israels land,1
israels land,undirected,jeremia,1
israels land,undirected,rama,2
israels land,undirected,ægypt,1
israels land,undirected,judæa,1
israel,undirected,israels land,8
israels land,undirected,nazar,1
arkelao,undirected,betlehem,1
betlehem,undirected,jeremia,2
betlehem,undirected,rama,5
betlehem,undirected,ægypt,28
betlehem,undirected,judæa,12
arkelao,undirected,jord,1
jeremia,undirected,jord,4
jord,undirected,rama,1
jord,undirected,ægypt,33
jord,undirected,judæa,32
arkelao,undirected,galilæa,1
galilæa,undirected,jeremia,1
galilæa,undirected,rama,2
galilæa,undirected,ægypt,8
galilæa,undirected,judæa,17
arkelao,undirected,det gamle testament,1
det gamle testament,undirected,jeremia,2
det gamle testament,undirected,rama,2
det gamle testament,undirected,ægypt,20
det gamle testament,undirected,judæa,5
arkelao,undirected,jeremia,1
arkelao,undirected,rama,1
arkelao,undirected,ægypt,1
arkelao,undirected,judæa,1
arkelao,undirected,israel,1
arkelao,undirected,nazar,1
jeremia,undirected,rama,1
jeremia,undirected,ægypt,1
jeremia,undirected,judæa,1
israel,undirected,jeremia,5
jeremia,undirected,nazar,1
rama,undirected,ægypt,2
judæa,undirected,rama,1
israel,undirected,rama,3
nazar,undirected,rama,2
judæa,undirected,ægypt,5
israel,undirected,ægypt,43
nazar,undirected,ægypt,18
israel,undirected,judæa,20
judæa,undirected,nazar,8
betlehem,undirected,duk,1
duk,undirected,duk  duk,1
betlehem,undirected,duk  duk,1
danmark,undirected,paradisets hav,12
københavnsområd,undirected,paradisets hav,2
paradisets hav,undirected,sct,1
danmark,undirected,københavnsområd,1
danmark,undirected,sct,8
københavnsområd,undirected,sct,1
det evige liv,undirected,rom,7
johannesevangeli,undirected,rom,7
det evige liv,undirected,johannesevangeli,2
københavn,undirected,århus,11
dubai,undirected,århus,1
dubai,undirected,københavn,1
dannebrog,undirected,kirkebak,1
kirkebak,undirected,levring,1
bak,undirected,kirkebak,1
dannebrog,undirected,levring,1
bak,undirected,dannebrog,1
bak,undirected,levring,1
danmark,undirected,tante gerdas sø,1
himmer,undirected,tante gerdas sø,1
markusevangeli,undirected,spani,1
det evige liv,undirected,grand canaria,1
busholdested,undirected,grand canaria,1
grand canaria,undirected,paradis,1
busholdested,undirected,det evige liv,1
busholdested,undirected,paradis,1
filipin,undirected,sydafrika,1
filipin,undirected,syri,1
filipin,undirected,jord,1
sydafrika,undirected,syri,5
jord,undirected,sydafrika,14
de grønne eng,undirected,eng,1
det evige liv,undirected,mellemamerika,1
mellemamerika,undirected,rom,1
jord,undirected,mellemamerika,2
alev,undirected,pins,1
denne verdens fyrst,undirected,pins,1
jord,undirected,pins,67
getsemanehav,undirected,pins,1
getsemane  så,undirected,pins,1
getsemanehave måsk,undirected,pins,1
alev,undirected,denne verdens fyrst,1
alev,undirected,jord,1
alev,undirected,getsemanehav,1
alev,undirected,getsemane  så,1
alev,undirected,getsemanehave måsk,1
denne verdens fyrst,undirected,jord,1
denne verdens fyrst,undirected,getsemanehav,1
denne verdens fyrst,undirected,getsemane  så,1
denne verdens fyrst,undirected,getsemanehave måsk,1
getsemanehav,undirected,jord,1
getsemane  så,undirected,jord,1
getsemanehave måsk,undirected,jord,1
getsemane  så,undirected,getsemanehav,1
getsemanehav,undirected,getsemanehave måsk,1
getsemane  så,undirected,getsemanehave måsk,1
genesaret sø,undirected,langfredag,1
emmaus,undirected,sorgens vej,1
emmaus,undirected,kina,1
danmark,undirected,emmaus,8
emmaus,undirected,gravhav,3
emmaus,undirected,new zealand,1
kina,undirected,sorgens vej,1
danmark,undirected,sorgens vej,1
gravhav,undirected,sorgens vej,1
new zealand,undirected,sorgens vej,1
gravhav,undirected,kina,1
kina,undirected,new zealand,1
danmark,undirected,new zealand,2
gravhav,undirected,new zealand,1
getseman,undirected,paradis,4
getseman,undirected,jord,6
golgata,undirected,københavn,7
honolulu,undirected,jord,1
australi,undirected,honolulu,1
honolulu,undirected,sydamerika,1
alaska,undirected,honolulu,1
australi,undirected,jord,6
jord,undirected,sydamerika,8
alaska,undirected,jord,1
australi,undirected,sydamerika,1
alaska,undirected,australi,1
alaska,undirected,sydamerika,1
emmaus,undirected,paradis,1
danmark,undirected,eventyrland,2
danmark,undirected,galilæa,43
eventyrland,undirected,galilæa,2
kjellerup,undirected,rom,1
himmelgade 1,undirected,rom,1
korinth,undirected,rom,4
det store hvide slot,undirected,rom,1
johannesevangeli,undirected,kjellerup,1
jerusalem,undirected,kjellerup,1
himmelgade 1,undirected,kjellerup,1
jord,undirected,kjellerup,1
kjellerup,undirected,korinth,1
det store hvide slot,undirected,kjellerup,1
israel,undirected,kjellerup,1
jerusalem,undirected,johannesevangeli,29
himmelgade 1,undirected,johannesevangeli,1
johannesevangeli,undirected,korinth,3
det store hvide slot,undirected,johannesevangeli,1
israel,undirected,johannesevangeli,23
himmelgade 1,undirected,jerusalem,1
jerusalem,undirected,korinth,12
det store hvide slot,undirected,jerusalem,1
himmelgade 1,undirected,jord,1
himmelgade 1,undirected,korinth,1
det store hvide slot,undirected,himmelgade 1,1
himmelgade 1,undirected,israel,1
jord,undirected,korinth,16
det store hvide slot,undirected,jord,1
det store hvide slot,undirected,korinth,1
israel,undirected,korinth,5
det store hvide slot,undirected,israel,1
centrum,undirected,danmark,1
centrum,undirected,zakæus,1
centrum,undirected,hørup,1
centrum,undirected,levring,1
danmark,undirected,zakæus,9
danmark,undirected,hørup,1
danmark,undirected,levring,1
hørup,undirected,zakæus,1
levring,undirected,zakæus,1
højfjeld,undirected,sønderjylland,1
fjeld,undirected,højfjeld,1
fjeld,undirected,sønderjylland,1
genesaret sø,undirected,superliga,1
johannesevangeli,undirected,ribe stift,1
bibel,undirected,århus,3
det ny testament,undirected,århus,1
det gamle testament,undirected,århus,7
bibel,undirected,det ny testament,2
bibel,undirected,det gamle testament,14
det gamle testament,undirected,det ny testament,7
danmark,undirected,verd,14
den hellige grund,undirected,mar,1
det gamle testament,undirected,kirk,2
kapernaum,undirected,korazin,20
betsajda,undirected,kapernaum,21
betsajda,undirected,korazin,20
egypt,undirected,nil,6
egypt,undirected,kvaglund,2
egypt,undirected,nigeria,4
baga,undirected,egypt,1
egypt,undirected,norg,4
det nye testament,undirected,egypt,8
afrika,undirected,egypt,7
egypt,undirected,europa,8
nil,undirected,paris,1
jerusalem,undirected,paris,18
kvaglund,undirected,paris,1
nigeria,undirected,paris,5
jord,undirected,paris,26
baga,undirected,paris,1
norg,undirected,paris,4
danmark,undirected,paris,16
det nye testament,undirected,paris,2
afrika,undirected,paris,2
europa,undirected,paris,14
jerusalem,undirected,nil,2
kvaglund,undirected,nil,1
nigeria,undirected,nil,1
jord,undirected,nil,3
baga,undirected,nil,1
nil,undirected,norg,1
danmark,undirected,nil,1
det nye testament,undirected,nil,1
afrika,undirected,nil,2
europa,undirected,nil,1
jerusalem,undirected,kvaglund,3
jerusalem,undirected,nigeria,5
baga,undirected,jerusalem,1
jerusalem,undirected,norg,17
kvaglund,undirected,nigeria,1
jord,undirected,kvaglund,2
baga,undirected,kvaglund,1
kvaglund,undirected,norg,1
det nye testament,undirected,kvaglund,1
afrika,undirected,kvaglund,1
europa,undirected,kvaglund,2
jord,undirected,nigeria,13
baga,undirected,nigeria,1
nigeria,undirected,norg,1
det nye testament,undirected,nigeria,2
afrika,undirected,nigeria,4
baga,undirected,jord,1
det nye testament,undirected,jord,39
baga,undirected,norg,1
baga,undirected,danmark,1
baga,undirected,det nye testament,1
afrika,undirected,baga,1
baga,undirected,europa,1
danmark,undirected,norg,38
det nye testament,undirected,norg,4
afrika,undirected,norg,8
europa,undirected,norg,8
danmark,undirected,det nye testament,19
afrika,undirected,det nye testament,5
det nye testament,undirected,europa,4
alt,undirected,himmer,1
betesda dam,undirected,betesdas dam,5
andalusi,undirected,genesaret sø,1
genesaret sø,undirected,geneserat sø,1
det dybe vand,undirected,genesaret sø,2
genesaret sø,undirected,vesterhav,1
aalborg,undirected,genesaret sø,1
genesaret sø,undirected,spani,2
andalusi,undirected,geneserat sø,1
andalusi,undirected,det dybe vand,1
andalusi,undirected,danmark,2
andalusi,undirected,vesterhav,1
aalborg,undirected,andalusi,1
andalusi,undirected,spani,3
det dybe vand,undirected,geneserat sø,1
danmark,undirected,geneserat sø,1
geneserat sø,undirected,vesterhav,1
aalborg,undirected,geneserat sø,1
geneserat sø,undirected,spani,1
danmark,undirected,det dybe vand,2
det dybe vand,undirected,vesterhav,1
aalborg,undirected,det dybe vand,1
det dybe vand,undirected,spani,1
danmark,undirected,vesterhav,3
aalborg,undirected,danmark,5
danmark,undirected,spani,19
aalborg,undirected,vesterhav,1
spani,undirected,vesterhav,1
aalborg,undirected,spani,2
johannesevangeli,undirected,pins,13
jerusalem  slår ring,undirected,pins,1
israel,undirected,pins,27
jerusalem  slår ring,undirected,johannesevangeli,1
jerusalem,undirected,jerusalem  slår ring,1
israel,undirected,jerusalem  slår ring,1
nain,undirected,synagog,1
sandslot,undirected,synagog,1
asylcentr,undirected,synagog,1
synagog,undirected,vesterhav,1
sygeseng,undirected,synagog,1
nain,undirected,sandslot,1
asylcentr,undirected,nain,1
nain,undirected,vesterhav,1
nain,undirected,sygeseng,1
asylcentr,undirected,sandslot,1
sandslot,undirected,vesterhav,1
sandslot,undirected,sygeseng,1
asylcentr,undirected,vesterhav,1
asylcentr,undirected,sygeseng,1
sygeseng,undirected,vesterhav,1
det evige liv,undirected,servis,1
den gode gud,undirected,new zealand,1
den gode gud,undirected,det gamle testament,1
det gamle testament,undirected,new zealand,1
jerusalem,undirected,new york,11
alp,undirected,jerusalem,3
jerusalem,undirected,odens,10
danmark,undirected,new york,9
new york,undirected,århus,1
alp,undirected,new york,1
new york,undirected,odens,1
alp,undirected,danmark,5
danmark,undirected,odens,18
alp,undirected,århus,1
odens,undirected,århus,3
alp,undirected,odens,1
betesdas dam,undirected,jord,5
dam,undirected,jord,4
betesdas dam,undirected,dam,2
assisi,undirected,danmark,5
det gamle testament,undirected,salmist,1
løgumklost,undirected,utøya,1
løgumklost,undirected,norg,1
forklarelsens bjerg,undirected,jerusalem,14
christiansborg,undirected,jerusalem,7
auswitz,undirected,jerusalem,1
christiansborg,undirected,forklarelsens bjerg,1
auswitz,undirected,forklarelsens bjerg,1
auswitz,undirected,christiansborg,1
folkekirk,undirected,jesu kirk,2
himmer,undirected,jesu kirk,2
jesu kirk,undirected,jord,2
folkekirk,undirected,himmer,2
folkekirk,undirected,jord,4
ansvej,undirected,danmark,1
ansvej,undirected,nørreskov bak,1
ansvej,undirected,ringgad,1
ansvej,undirected,hjejlekiosk,1
danmark,undirected,nørreskov bak,1
danmark,undirected,ringgad,1
danmark,undirected,hjejlekiosk,1
nørreskov bak,undirected,ringgad,1
hjejlekiosk,undirected,nørreskov bak,1
hjejlekiosk,undirected,ringgad,1
golgatha,undirected,herning,2
herning,undirected,jerusalem,8
herning,undirected,mea sharim,2
herning,undirected,jord,5
genev,undirected,herning,2
herning,undirected,plim plim kuk kuk,2
golgatha,undirected,jerusalem,28
golgatha,undirected,mea sharim,2
golgatha,undirected,jord,11
genev,undirected,golgatha,2
golgatha,undirected,plim plim kuk kuk,2
jerusalem,undirected,mea sharim,2
genev,undirected,jerusalem,2
jerusalem,undirected,plim plim kuk kuk,2
jord,undirected,mea sharim,2
genev,undirected,mea sharim,2
mea sharim,undirected,plim plim kuk kuk,2
genev,undirected,jord,4
jord,undirected,plim plim kuk kuk,2
genev,undirected,plim plim kuk kuk,2
golgatha,undirected,rusland,2
betlehem,undirected,rusland,7
kærlighedens gud,undirected,rusland,2
det nye testament,undirected,rusland,2
rusland,undirected,tyskland,7
den danske folkekirk,undirected,rusland,2
betlehem,undirected,golgatha,4
golgatha,undirected,kærlighedens gud,2
det nye testament,undirected,golgatha,3
golgatha,undirected,tyskland,2
den danske folkekirk,undirected,golgatha,2
betlehem,undirected,kærlighedens gud,2
betlehem,undirected,den danske folkekirk,2
jerusalem,undirected,kærlighedens gud,3
det nye testament,undirected,kærlighedens gud,2
kærlighedens gud,undirected,tyskland,2
den danske folkekirk,undirected,kærlighedens gud,2
det nye testament,undirected,tyskland,5
den danske folkekirk,undirected,det nye testament,2
den danske folkekirk,undirected,tyskland,2
golgatas kor,undirected,indi,1
golgatas kor,undirected,jord,4
gandhi,undirected,golgatas kor,1
golgatas kor,undirected,jesu sted,1
golgatas kor,undirected,kirk,1
gandhi,undirected,indi,1
indi,undirected,jesu sted,1
indi,undirected,kirk,2
gandhi,undirected,jord,1
jesu sted,undirected,jord,1
gandhi,undirected,jesu sted,1
gandhi,undirected,kirk,1
jesu sted,undirected,kirk,1
fattighus,undirected,katholt,2
farisæ,undirected,katholt,1
katholt,undirected,lønneberg,9
farisæ,undirected,fattighus,1
fattighus,undirected,lønneberg,2
farisæ,undirected,lønneberg,1
narnia,undirected,savanna,1
aarhus,undirected,emmaus,1
det ny testament,undirected,emmaus,1
emmaus,undirected,langfredag,2
det evige liv,undirected,emmaus,2
aarhus,undirected,jerusalem,7
det ny testament,undirected,jerusalem,6
jerusalem,undirected,langfredag,17
det evige liv,undirected,jerusalem,15
aarhus,undirected,det ny testament,1
aarhus,undirected,langfredag,1
aarhus,undirected,det evige liv,1
det ny testament,undirected,langfredag,1
det evige liv,undirected,det ny testament,2
det evige liv,undirected,langfredag,1
assisi,undirected,mellemøst,3
assissi,undirected,mellemøst,1
amerika,undirected,mellemøst,3
kristi himmelfartsdag,undirected,mellemøst,1
assisi,undirected,jerusalem,8
assissi,undirected,jerusalem,1
amerika,undirected,jerusalem,8
jerusalem,undirected,kristi himmelfartsdag,1
assisi,undirected,betlehem,3
assissi,undirected,betlehem,1
amerika,undirected,betlehem,6
betlehem,undirected,kristi himmelfartsdag,1
assisi,undirected,assissi,1
amerika,undirected,assisi,1
assisi,undirected,kristi himmelfartsdag,1
assisi,undirected,europa,3
amerika,undirected,assissi,1
assissi,undirected,kristi himmelfartsdag,1
assissi,undirected,europa,1
amerika,undirected,kristi himmelfartsdag,1
amerika,undirected,europa,8
europa,undirected,kristi himmelfartsdag,1
kirketorv,undirected,nardusoli,1
kirketorv,undirected,usa,1
jerusalem,undirected,kirketorv,1
kirketorv,undirected,zimbabw,1
kirketorv,undirected,silkeborg kommun,1
nardusoli,undirected,usa,1
jerusalem,undirected,nardusoli,5
nardusoli,undirected,zimbabw,1
nardusoli,undirected,silkeborg kommun,1
usa,undirected,zimbabw,2
silkeborg kommun,undirected,usa,1
jerusalem,undirected,zimbabw,1
jerusalem,undirected,silkeborg kommun,1
silkeborg kommun,undirected,zimbabw,1
mellemøst,undirected,musolini,1
danmark,undirected,musolini,1
musolini,undirected,saddam husein,1
irak,undirected,musolini,1
mellemøst,undirected,saddam husein,1
danmark,undirected,saddam husein,1
irak,undirected,saddam husein,1
nordafrika,undirected,rom,5
galilæa,undirected,rom,23
nordirland,undirected,rom,1
laodikea,undirected,rom,1
ddr,undirected,rom,1
rom,undirected,østtyskland,1
mellemøst,undirected,nordafrika,5
jerusalem,undirected,nordafrika,5
galilæa,undirected,nordafrika,2
nordafrika,undirected,nordirland,1
laodikea,undirected,nordafrika,1
danmark,undirected,nordafrika,9
jugoslavi,undirected,nordafrika,1
ddr,undirected,nordafrika,1
nordafrika,undirected,tyskland,1
nordafrika,undirected,østtyskland,1
europa,undirected,nordafrika,6
galilæa,undirected,mellemøst,5
laodikea,undirected,mellemøst,1
jerusalem,undirected,laodikea,2
galilæa,undirected,nordirland,1
galilæa,undirected,laodikea,1
galilæa,undirected,jugoslavi,1
ddr,undirected,galilæa,1
galilæa,undirected,tyskland,4
galilæa,undirected,østtyskland,1
europa,undirected,galilæa,8
laodikea,undirected,nordirland,1
danmark,undirected,laodikea,5
jugoslavi,undirected,laodikea,1
ddr,undirected,laodikea,1
laodikea,undirected,tyskland,1
laodikea,undirected,østtyskland,1
europa,undirected,laodikea,1
jeremia,undirected,jordan flod,1
det gamle testament,undirected,jordan flod,2
rom,undirected,tivoli,1
den levende gud,undirected,rom,4
det gamle testament,undirected,rom,23
københavn,undirected,rom,15
den levende gud,undirected,tivoli,1
jerusalem,undirected,tivoli,3
det gamle testament,undirected,tivoli,1
danmark,undirected,tivoli,4
københavn,undirected,tivoli,4
israel,undirected,tivoli,3
den levende gud,undirected,jerusalem,5
den levende gud,undirected,det gamle testament,4
danmark,undirected,den levende gud,1
den levende gud,undirected,københavn,1
den levende gud,undirected,israel,2
det gamle testament,undirected,københavn,21
israel,undirected,københavn,28
jeriko,undirected,zakæus,30
jerusalem,undirected,somalia,3
danmark,undirected,somalia,9
halland,undirected,slesv,1
det tyvende århundred,undirected,halland,1
halland,undirected,jord,1
england,undirected,halland,1
halland,undirected,norg,2
danmark,undirected,halland,2
bleking,undirected,halland,2
finland,undirected,halland,1
halland,undirected,tyskland,1
halland,undirected,holst,1
det tyvende århundred,undirected,slesv,1
jord,undirected,slesv,3
england,undirected,slesv,2
norg,undirected,slesv,6
danmark,undirected,slesv,8
bleking,undirected,slesv,1
finland,undirected,slesv,1
slesv,undirected,tyskland,3
holst,undirected,slesv,3
det tyvende århundred,undirected,jord,2
det tyvende århundred,undirected,england,1
det tyvende århundred,undirected,norg,1
danmark,undirected,det tyvende århundred,2
bleking,undirected,det tyvende århundred,1
det tyvende århundred,undirected,finland,1
det tyvende århundred,undirected,tyskland,1
det tyvende århundred,undirected,holst,1
bleking,undirected,jord,1
finland,undirected,jord,2
holst,undirected,jord,1
england,undirected,norg,6
bleking,undirected,england,1
england,undirected,finland,1
england,undirected,holst,2
bleking,undirected,norg,2
finland,undirected,norg,1
norg,undirected,tyskland,4
holst,undirected,norg,2
bleking,undirected,danmark,2
danmark,undirected,finland,2
danmark,undirected,holst,3
bleking,undirected,finland,1
bleking,undirected,tyskland,1
bleking,undirected,holst,1
finland,undirected,tyskland,1
finland,undirected,holst,1
holst,undirected,tyskland,1
mexico,undirected,stillehav,2
jord,undirected,mexico,5
jord,undirected,stillehav,5
det tredje r,undirected,tyskland,2
nazareth,undirected,ringkøbing,1
nazareth,undirected,skjern kirk,1
ringkøbing,undirected,skjern kirk,1
geneve sø,undirected,romer,2
geneve sø,undirected,thermopylæ,2
amen,undirected,geneve sø,2
geneve sø,undirected,genevesø,2
geneve sø,undirected,tyskland,2
romer,undirected,thermopylæ,2
amen,undirected,romer,2
genevesø,undirected,romer,2
amen,undirected,thermopylæ,2
genevesø,undirected,thermopylæ,2
thermopylæ,undirected,tyskland,2
amen,undirected,genevesø,2
amen,undirected,tyskland,2
genevesø,undirected,tyskland,2
betesda dam,undirected,jerusalem,15
ansvej,undirected,betesda dam,1
betesda dam,undirected,søholtkollegi,1
betesda dam,undirected,egepark,1
betesda dam,undirected,israel,3
ansvej,undirected,jerusalem,1
jerusalem,undirected,søholtkollegi,1
egepark,undirected,jerusalem,1
ansvej,undirected,søholtkollegi,1
ansvej,undirected,egepark,1
ansvej,undirected,israel,1
egepark,undirected,søholtkollegi,1
israel,undirected,søholtkollegi,1
egepark,undirected,israel,1
asi,undirected,lønneberg,1
rom,undirected,usa,15
jordan,undirected,rom,4
asi,undirected,usa,3
israel,undirected,usa,37
jordan,undirected,usa,4
asi,undirected,jordan,1
jord,undirected,jordan,10
danmarkshistori,undirected,nazareth,2
danmarkshistori,undirected,jerusalem,4
bsv,undirected,nazareth,1
bsv,undirected,danmark,1
ansvej,undirected,jord,1
jerusalem,undirected,mexico,4
juelsø,undirected,mexico,1
israel,undirected,mexico,5
stillehav,undirected,usa,1
juelsø,undirected,usa,1
jerusalem,undirected,stillehav,1
jerusalem,undirected,juelsø,1
juelsø,undirected,stillehav,1
israel,undirected,stillehav,1
israel,undirected,juelsø,1
indi,undirected,jeriko,2
golgata,undirected,indi,2
golgata,undirected,jeriko,2
afrika,undirected,kenya,6
den store hellige almindelige kirk,undirected,nazareth,2
alderslyst,undirected,nazareth,1
alderslyst sogn,undirected,nazareth,2
alderslyst men,undirected,nazareth,1
itali,undirected,nazareth,2
alderslyst,undirected,den store hellige almindelige kirk,1
alderslyst sogn,undirected,den store hellige almindelige kirk,2
alderslyst men,undirected,den store hellige almindelige kirk,1
den store hellige almindelige kirk,undirected,israel,2
den store hellige almindelige kirk,undirected,itali,2
alderslyst,undirected,alderslyst sogn,1
alderslyst,undirected,alderslyst men,1
alderslyst,undirected,israel,2
alderslyst,undirected,itali,1
alderslyst men,undirected,alderslyst sogn,1
alderslyst sogn,undirected,israel,2
alderslyst sogn,undirected,itali,2
alderslyst men,undirected,israel,1
alderslyst men,undirected,itali,1
israel,undirected,itali,6
erfurt,undirected,romer,2
erfurt,undirected,israel,3
erfurt,undirected,tyskland,5
erfurt,undirected,europa,2
israel,undirected,romer,24
europa,undirected,romer,11
hosianna,undirected,nazareth,1
baraba,undirected,nazareth,1
nazareth,undirected,nazihils,1
berlin,undirected,nazareth,4
nazareth,undirected,tyskland,8
hosianna,undirected,jerusalem,4
baraba,undirected,hosianna,1
hosianna,undirected,nazihils,1
berlin,undirected,hosianna,1
hosianna,undirected,israel,3
hosianna,undirected,tyskland,1
baraba,undirected,jerusalem,1
jerusalem,undirected,nazihils,1
berlin,undirected,jerusalem,15
baraba,undirected,nazihils,1
baraba,undirected,berlin,1
baraba,undirected,israel,1
baraba,undirected,tyskland,1
berlin,undirected,nazihils,1
israel,undirected,nazihils,1
nazihils,undirected,tyskland,1
berlin,undirected,israel,5
berlin,undirected,tyskland,12
alderslyst,undirected,jerusalem,1
himmer,undirected,paradis,33
jesu kirk,undirected,paradis,1
folkekirk,undirected,paradis,2
egypt,undirected,wien,1
centralafrika,undirected,egypt,1
egypt,undirected,holocaust,1
egypt,undirected,usa,7
egypt,undirected,nazityskland,1
bethlehem,undirected,egypt,8
egypt,undirected,østr,3
det tredje r,undirected,egypt,1
egypt,undirected,sydsudan,2
centralafrika,undirected,wien,1
holocaust,undirected,wien,1
usa,undirected,wien,1
betlehem,undirected,wien,1
syri,undirected,wien,1
nazityskland,undirected,wien,1
bethlehem,undirected,wien,1
wien,undirected,østr,1
myanmar,undirected,wien,1
det tredje r,undirected,wien,1
sydsudan,undirected,wien,1
centralafrika,undirected,holocaust,1
centralafrika,undirected,usa,1
betlehem,undirected,centralafrika,1
centralafrika,undirected,syri,1
centralafrika,undirected,nazityskland,1
bethlehem,undirected,centralafrika,1
centralafrika,undirected,østr,1
centralafrika,undirected,myanmar,1
centralafrika,undirected,det tredje r,1
centralafrika,undirected,sydsudan,1
holocaust,undirected,usa,1
betlehem,undirected,holocaust,1
holocaust,undirected,syri,3
holocaust,undirected,nazityskland,1
bethlehem,undirected,holocaust,2
holocaust,undirected,østr,1
holocaust,undirected,myanmar,1
det tredje r,undirected,holocaust,1
holocaust,undirected,sydsudan,1
betlehem,undirected,usa,24
nazityskland,undirected,usa,1
bethlehem,undirected,usa,2
usa,undirected,østr,1
myanmar,undirected,usa,1
det tredje r,undirected,usa,1
sydsudan,undirected,usa,1
betlehem,undirected,nazityskland,1
bethlehem,undirected,betlehem,24
betlehem,undirected,østr,6
betlehem,undirected,myanmar,1
betlehem,undirected,det tredje r,1
nazityskland,undirected,syri,1
bethlehem,undirected,syri,16
syri,undirected,østr,3
det tredje r,undirected,syri,1
bethlehem,undirected,nazityskland,1
nazityskland,undirected,østr,1
myanmar,undirected,nazityskland,1
det tredje r,undirected,nazityskland,1
nazityskland,undirected,sydsudan,1
bethlehem,undirected,østr,1
bethlehem,undirected,myanmar,1
bethlehem,undirected,det tredje r,1
bethlehem,undirected,sydsudan,1
myanmar,undirected,østr,1
det tredje r,undirected,østr,1
sydsudan,undirected,østr,1
det tredje r,undirected,myanmar,1
myanmar,undirected,sydsudan,1
det tredje r,undirected,sydsudan,1
betesda dam,undirected,det evige liv,1
herning stadion,undirected,tyrki,1
facebook,undirected,tyrki,1
syri,undirected,tyrki,15
brasili,undirected,tyrki,2
tyrki,undirected,østr,1
gran canaria,undirected,tyrki,1
facebook,undirected,herning stadion,1
herning stadion,undirected,syri,1
brasili,undirected,herning stadion,1
herning stadion,undirected,østr,1
gran canaria,undirected,herning stadion,1
facebook,undirected,syri,1
brasili,undirected,facebook,1
facebook,undirected,østr,1
facebook,undirected,gran canaria,1
brasili,undirected,syri,2
gran canaria,undirected,syri,1
brasili,undirected,østr,1
brasili,undirected,gran canaria,1
gran canaria,undirected,østr,1
korazin,undirected,nazareth,1
anbar provin,undirected,nazareth,1
galilæa,undirected,nazareth,37
kapernaum,undirected,nazareth,22
betsajda,undirected,nazareth,2
isis,undirected,nazareth,1
irak,undirected,nazareth,3
jord,undirected,korazin,8
anbar provin,undirected,korazin,1
galilæa,undirected,korazin,3
danmark,undirected,korazin,2
isis,undirected,korazin,1
irak,undirected,korazin,1
anbar provin,undirected,jord,1
jord,undirected,kapernaum,22
betsajda,undirected,jord,10
isis,undirected,jord,1
irak,undirected,jord,22
anbar provin,undirected,galilæa,1
anbar provin,undirected,kapernaum,1
anbar provin,undirected,betsajda,1
anbar provin,undirected,danmark,1
anbar provin,undirected,isis,1
anbar provin,undirected,irak,1
galilæa,undirected,kapernaum,15
betsajda,undirected,galilæa,4
galilæa,undirected,isis,1
galilæa,undirected,irak,4
danmark,undirected,kapernaum,14
isis,undirected,kapernaum,1
irak,undirected,kapernaum,2
betsajda,undirected,danmark,2
betsajda,undirected,isis,1
betsajda,undirected,irak,1
danmark,undirected,isis,1
irak,undirected,isis,1
danmark,undirected,den smukke kirk,1
den smukke kirk,undirected,israel,1
herning,undirected,kors,1
danmark,undirected,herning,2
getsemena hav,undirected,herning,1
forklarelsens bjerg,undirected,herning,1
getsemena hav,undirected,jerusalem,1
getsemena hav,undirected,jord,1
forklarelsens bjerg,undirected,jord,10
getsemena hav,undirected,kors,1
forklarelsens bjerg,undirected,kors,2
danmark,undirected,getsemena hav,1
danmark,undirected,forklarelsens bjerg,3
forklarelsens bjerg,undirected,getsemena hav,1
jerusalem,undirected,middelald,4
jord,undirected,middelald,3
kors,undirected,middelald,1
auschwitz,undirected,johannesevangeli,3
auschwitz,undirected,betesda dam,2
auschwitz,undirected,øresund,2
auschwitz,undirected,danmark,3
auschwitz,undirected,rostock,2
auschwitz,undirected,bibel,2
auschwitz,undirected,sver,2
auschwitz,undirected,det tredje r,2
auschwitz,undirected,europa,5
betesda dam,undirected,johannesevangeli,3
johannesevangeli,undirected,øresund,2
danmark,undirected,johannesevangeli,33
johannesevangeli,undirected,rostock,2
