Source,Type,Target,Weight
ath,undirected,oldtidens babylon,1
areopago,undirected,grækenland,1
nazareth,undirected,ækvator,1
det organiske liv,undirected,nazareth,1
paradis,undirected,ækvator,1
det organiske liv,undirected,paradis,1
det organiske liv,undirected,ækvator,1
bethania,undirected,ægypt,1
bethania,undirected,skærtorsdag,1
bethania,undirected,bording,1
bethania,undirected,det forjættede land,2
bording,undirected,jerusalem,1
bording,undirected,ægypt,1
bording,undirected,skærtorsdag,1
det forjættede land,undirected,skærtorsdag,1
bording,undirected,det forjættede land,1
hjalles,undirected,jord,2
hjalles,undirected,hjallese kirk,3
fanøs,undirected,hjallese kirk,1
fanøs,undirected,hjalles,1
det gamle,undirected,us,1
afrikas horn,undirected,jord,2
ponte milviobro,undirected,rom,1
paradis,undirected,ponte milviobro,1
bethlehem,undirected,holmeolstrup,1
dalum kirk,undirected,dyrup,1
dyrup,undirected,samaria,1
hjalleseskol,undirected,samaria,1
dyrup,undirected,hjalleseskol,1
dalbyneder kirk,undirected,jerusalem,1
jerusalem,undirected,midtjysk,1
davidsr,undirected,jerusalem,1
betlehem,undirected,dalbyneder kirk,1
betlehem,undirected,midtjysk,1
betlehem,undirected,davidsr,1
dalbyneder kirk,undirected,himmer,1
dalbyneder kirk,undirected,midtjysk,1
dalbyneder kirk,undirected,jerusalem palmesøndag,1
dalbyneder kirk,undirected,davidsr,1
himmer,undirected,midtjysk,1
himmer,undirected,jerusalem palmesøndag,1
davidsr,undirected,himmer,1
jerusalem palmesøndag,undirected,midtjysk,1
davidsr,undirected,midtjysk,1
davidsr,undirected,jerusalem palmesøndag,1
den sorte jord,undirected,frankr,1
frankr,undirected,isenheimeralt,2
alsac,undirected,den sorte jord,1
alsac,undirected,isenheimeralt,1
colmar,undirected,den sorte jord,1
den sorte jord,undirected,isenheimeralt,1
colmar,undirected,isenheimeralt,2
matthæusevangeli,undirected,rom,4
matthæusevangeli,undirected,vatikan,1
skt,undirected,vatikan,1
jord,undirected,seksagesima,1
den gode jord,undirected,seksagesima,1
europa,undirected,gethsemane hav,2
jerusalem,undirected,vestkirk,1
jord,undirected,vestkirk,1
det allerhel,undirected,vestkirk,1
jord,undirected,theodicéproblem,1
hånd,undirected,kors,1
den bibelske verd,undirected,jord,1
den bibelske verd,undirected,det gamle testament,1
assisis,undirected,jord,1
hjallese kirk,undirected,jord,6
assisis,undirected,jordanflod,1
assisis,undirected,hjallese kirk,1
hjallese kirk,undirected,jordanflod,1
det ny jerusalem,undirected,rig,1
det gaml,undirected,rig,1
getsemane hav,undirected,roskild,1
det gaml,undirected,roskild,1
hjallese kirk,undirected,jerusalem,1
hjallese kirk,undirected,jeriko,1
egypt,undirected,hjallese kirk,1
de riges hus,undirected,egypt,1
artaban,undirected,israels land,1
de riges hus,undirected,israels land,1
de riges hus,undirected,nazareth,1
betlehem,undirected,de riges hus,1
artaban,undirected,de riges hus,1
de riges hus,undirected,jord,1
dyrup,undirected,dyrup kirk,2
dyrup kirk,undirected,jord,2
dyrup,undirected,jord,2
odensevej,undirected,ægypt,1
det gamle testament,undirected,odensevej,1
simon den spedalsk,undirected,århus,1
simon den spedalskes hus,undirected,århus,1
betania,undirected,århus,1
det skjulte gud,undirected,sisyfo,1
det nye testament,undirected,odens,1
afrika,undirected,odens,1
det røde hav,undirected,nazareths synagog,1
dyrup kirk,undirected,pins,1
draaby kirk,undirected,jord,1
hjallese kirk,undirected,kors,4
hjallese kirk,undirected,kapernaum,1
betlehem,undirected,den mørke stu,1
den mørke stu,undirected,udkantspalæstina,1
den mørke stu,undirected,jord,1
jord,undirected,udkantspalæstina,1
hjallese kirk,undirected,paradis,3
det allerhel,undirected,paradis,3
det allerhel,undirected,hjallese kirk,1
betlehemsbarn,undirected,hjallese kirk,1
betlehemsbarn,undirected,de nederstes sted,1
betlehemsbarn,undirected,pakistan,1
betlehemsbarn,undirected,danmark,1
de nederstes sted,undirected,hjallese kirk,1
hjallese kirk,undirected,pakistan,1
danmark,undirected,hjallese kirk,3
de nederstes sted,undirected,pakistan,1
de nederstes sted,undirected,paradis,1
pakistan,undirected,paradis,1
paradis,undirected,portugali,1
halmbal,undirected,paradis,1
halmbal,undirected,portugali,1
betlehem,undirected,skoven kirk,1
betlehem,undirected,den højeste himmel,1
betlehem,undirected,borg,1
den højeste himmel,undirected,skoven kirk,1
danmark,undirected,skoven kirk,1
borg,undirected,skoven kirk,1
de levendes land,undirected,skoven kirk,1
danmark,undirected,den højeste himmel,1
borg,undirected,den højeste himmel,1
de levendes land,undirected,den højeste himmel,1
borg,undirected,de levendes land,1
jord,undirected,odense midtby,1
det salte dødehav,undirected,odense midtby,1
det katolske dåbsritual,undirected,odense midtby,1
odense midtby,undirected,paradis,1
det salte dødehav,undirected,jord,1
det katolske dåbsritual,undirected,jord,1
det katolske dåbsritual,undirected,det salte dødehav,1
det salte dødehav,undirected,paradis,1
det katolske dåbsritual,undirected,paradis,1
den kristne verd,undirected,narnia,1
narnia,undirected,roskilde stift,1
danmark,undirected,narnia,3
bibel,undirected,narnia,1
narnia,undirected,paradis,1
den kristne verd,undirected,roskilde stift,1
den kristne verd,undirected,kors,1
bibel,undirected,den kristne verd,1
den kristne verd,undirected,paradis,1
kors,undirected,roskilde stift,1
danmark,undirected,roskilde stift,1
bibel,undirected,roskilde stift,1
bibel,undirected,kors,3
danmark,undirected,højby kirk,1
dalum kirk,undirected,danmark,1
hjallese kirk,undirected,højby kirk,1
dalum kirk,undirected,højby kirk,1
dalum kirk,undirected,hjallese kirk,1
bethlehem,undirected,christianshavn,1
københavn,undirected,vor frelsers kirk,2
bethlehem,undirected,københavn,7
bethlehem,undirected,vor frelsers kirk,2
hjallese kirk,undirected,pins,1
hjallese kirk,undirected,kristendom,1
kors,undirected,kristendom,1
dyrup kirk,undirected,kristendom,1
dyrup kirk,undirected,hjallese kirk,2
dyrup kirk,undirected,kors,2
dyrup,undirected,hjallese kirk,1
forstæd,undirected,hjallese kirk,1
hjallese kirk,undirected,øst,1
dyrup,undirected,forstæd,1
dyrup,undirected,øst,1
forstæd,undirected,øst,1
det allerhelligstes mørke rum,undirected,jord,1
det allerhelligstes mørke rum,undirected,det menneskelige tempel,1
det menneskelige tempel,undirected,jord,1
odens,undirected,septuagesima,1
latin,undirected,septuagesima,1
himmer,undirected,odens,3
himmer,undirected,latin,2
latin,undirected,odens,1
bethlehem,undirected,hjalles,1
hjalles,undirected,tvivlens land,1
hjalles,undirected,odens,1
bethlehem,undirected,hjallese kirk,1
hjallese kirk,undirected,tvivlens land,1
hjallese kirk,undirected,odens,1
bethlehem,undirected,tvivlens land,1
bethlehem,undirected,odens,4
odens,undirected,tvivlens land,1
palmesøndag,undirected,paradisets hav,1
hjallese kirk,undirected,kana,1
hjallese kirk,undirected,narnia,1
kana,undirected,narnia,1
jord,undirected,marskandiserforretning,1
toldbod,undirected,zakæus toldbod,1
trinitatistid,undirected,zakæus toldbod,1
danmark,undirected,zakæus toldbod,1
de hedenske land,undirected,zakæus toldbod,1
zakæus,undirected,zakæus toldbod,1
israel,undirected,zakæus toldbod,1
toldbod,undirected,trinitatistid,1
de hedenske land,undirected,toldbod,1
danmark,undirected,trinitatistid,1
de hedenske land,undirected,trinitatistid,1
trinitatistid,undirected,zakæus,1
israel,undirected,trinitatistid,1
danmark,undirected,de hedenske land,1
de hedenske land,undirected,zakæus,1
de hedenske land,undirected,israel,1
hjalles,undirected,hjallesegad,1
hjalles,undirected,hjallese city,1
hjallese city,undirected,hjallesegad,1
hjallesegad,undirected,jord,1
hjallesegad,undirected,højhus,1
højhus,undirected,jord,1
deum,undirected,matthæusevangeli,3
deum,undirected,jord,3
himmer,undirected,sinaibjerg,1
de levendes land,undirected,himmer,1
himmer,undirected,israelit,1
de levendes land,undirected,sinaibjerg,1
israelit,undirected,sinaibjerg,1
israelit,undirected,jord,1
det gamle testament,undirected,israelit,1
de levendes land,undirected,israelit,1
dyrup,undirected,hjalles,2
dalum,undirected,dyrup,2
dalum,undirected,jord,1
dalum,undirected,hjalles,2
denne kristi himmelfart,undirected,indland,1
denne kristi himmelfart,undirected,jord,1
denne kristi himmelfart,undirected,herrens mark,1
denne kristi himmelfart,undirected,udland,1
indland,undirected,jord,1
herrens mark,undirected,indland,1
jord,undirected,udland,2
herrens mark,undirected,udland,1
fillip,undirected,vest,1
palmesøndag,undirected,vest,1
fillip,undirected,jerusalem,1
bethlehem,undirected,fillip,1
fillip,undirected,paradis,1
fillip,undirected,palmesøndag,1
bethlehem,undirected,palmesøndag,2
palmesøndag,undirected,paradis,1
hjalles,undirected,paradis,1
den levende gud,undirected,himmer,2
den levende gud,undirected,itali,1
himmer,undirected,itali,1
kors,undirected,messehagel,1
jord,undirected,lourd,2
frankr,undirected,lourd,2
nazareth,undirected,superstarevangeli,1
herrens bjerg,undirected,nazareth,1
nazareth,undirected,zion,1
jerusalem,undirected,superstarevangeli,1
herrens bjerg,undirected,jerusalem,4
herrens bjerg,undirected,superstarevangeli,1
superstarevangeli,undirected,zion,1
herrens bjerg,undirected,zion,1
dyrup kirk,undirected,hjalles,1
domkirk,undirected,hjalles,1
hjalles,undirected,lego,1
domkirk,undirected,dyrup kirk,1
dalum,undirected,dyrup kirk,1
dyrup kirk,undirected,lego,1
dalum,undirected,domkirk,1
domkirk,undirected,dyrup,1
domkirk,undirected,lego,1
dalum,undirected,lego,1
dyrup,undirected,lego,1
dyrup kirk,undirected,hjallese provstis,1
hjallese kirk,undirected,hjallese provstis,1
galilæa,undirected,hjallese provstis,1
hjallese provstis,undirected,kors,1
fitnesscentr,undirected,hjallese provstis,1
dyrup kirk,undirected,galilæa,1
dyrup kirk,undirected,fitnesscentr,1
galilæa,undirected,hjallese kirk,1
fitnesscentr,undirected,hjallese kirk,1
fitnesscentr,undirected,galilæa,1
fitnesscentr,undirected,kors,1
davids by,undirected,næsby kirk,2
betlehem,undirected,næsby kirk,5
herberg,undirected,næsby kirk,2
næsby kirk,undirected,syri,2
jord,undirected,næsby kirk,5
galilæa,undirected,næsby kirk,2
judæa,undirected,næsby kirk,2
nazar,undirected,næsby kirk,3
langfredag,undirected,youtub,1
kors,undirected,youtub,1
jord,undirected,wartburg,1
algeri,undirected,algier,1
algier,undirected,atla,1
algier,undirected,islam,1
algier,undirected,notredame de l,1
algier,undirected,paradis,1
algeri,undirected,atla,1
algeri,undirected,islam,1
algeri,undirected,notredame de l,1
algeri,undirected,paradis,1
atla,undirected,islam,1
atla,undirected,notredame de l,1
atla,undirected,paradis,1
islam,undirected,notredame de l,1
notredame de l,undirected,paradis,1
københavn,undirected,opera,1
den store vide verd,undirected,israel,1
israel,undirected,næsby,3
den store vide verd,undirected,næsby,1
danmark,undirected,gågad,1
gågad,undirected,jord,1
danmark,undirected,holstebro,2
draaby kirk,undirected,jerusalem,1
draaby kirk,undirected,gethseman,1
milwauke,undirected,usa,1
bonhoef,undirected,ringkøbing,1
bonhoef,undirected,israel,1
bonhoef,undirected,tyskland,1
ringkøbing,undirected,tyskland,1
bibel,undirected,ødemark,1
geneserat sø,undirected,havdyb,1
galilæa sø,undirected,geneserat sø,1
galilæa sø,undirected,havdyb,1
den kommende kristi himmelfarts dag,undirected,israel,1
aarhus,undirected,johannesevangeli,2
aarhus,undirected,getsemane hav,1
jord,undirected,tesla,1
jord,undirected,næsby torsdag,1
avila,undirected,næsby torsdag,1
afrika,undirected,næsby torsdag,1
avila,undirected,jord,1
afrika,undirected,avila,1
lukasevangli,undirected,samaria,1
danmark,undirected,lukasevangli,2
danmark,undirected,kirke  både her i næsby,1
israel,undirected,kirke  både her i næsby,1
betesda dam,undirected,betsedasøjledam,1
betesda dam,undirected,betstadam,1
betsedasøjledam,undirected,betstadam,1
betesdas søjledam,undirected,israel,1
betesdas søjledam,undirected,kapernaum,1
lazarus,undirected,mellerup,1
betania,undirected,mellerup,1
den sikre fornuftshul,undirected,lazarus,1
betania,undirected,den sikre fornuftshul,1
langfredag,undirected,nain,1
det gamle testament,undirected,nain,1
judæa,undirected,nain,1
det gamle testament,undirected,langfredag,4
judæa,undirected,langfredag,1
lazarus hus,undirected,lukasevangeli,1
betania,undirected,lazarus hus,1
det gamle testament,undirected,lazarus hus,1
næsby kirk,undirected,næsby kirkefestival,1
næsby,undirected,næsby kirk,3
næsby cykelmotion,undirected,næsby kirk,1
næsby,undirected,næsby kirkefestival,1
næsby cykelmotion,undirected,næsby kirkefestival,1
næsby,undirected,næsby cykelmotion,1
kapernaum,undirected,østerbro,1
det gamle testament,undirected,fårehyrd,3
det gamle testamente om broderdrab,undirected,fårehyrd,2
det gamle testament,undirected,det gamle testamente om broderdrab,2
johannesevangeli,undirected,natkirk,1
johannesevangeli,undirected,sankt knuds kirk,1
natkirk,undirected,sankt knuds kirk,1
helligtrekongers kirk,undirected,vallensbæk,1
johannesevangeli,undirected,vallensbæk,1
mogenrød,undirected,vallensbæk,1
helligtrekongers kirk,undirected,johannesevangeli,1
helligtrekongers kirk,undirected,mogenrød,1
johannesevangeli,undirected,mogenrød,1
jord,undirected,næsby,6
danmark,undirected,næsby kirk,1
paradis,undirected,sodoma,3
gomorra,undirected,paradis,3
det himmelske måltid,undirected,israel,1
det himmelske måltid,undirected,trinitatis,1
espe kirk,undirected,fjord,1
fjord,undirected,randers,1
espe kirk,undirected,randers,1
odense domkirk,undirected,østerland,1
fyn,undirected,odense domkirk,1
odense domkirk,undirected,stavisådalen 2 påskedag,1
hjemland,undirected,odense domkirk,1
jylland,undirected,odense domkirk,1
odense domkirk,undirected,viborg,1
fyn,undirected,østerland,1
stavisådalen 2 påskedag,undirected,østerland,1
viborg,undirected,østerland,1
fyn,undirected,stavisådalen 2 påskedag,1
fyn,undirected,hjemland,1
fyn,undirected,viborg,1
fyn,undirected,spani,1
danmark,undirected,stavisådalen 2 påskedag,1
hjemland,undirected,stavisådalen 2 påskedag,1
jylland,undirected,stavisådalen 2 påskedag,1
stavisådalen 2 påskedag,undirected,viborg,1
spani,undirected,stavisådalen 2 påskedag,1
hjemland,undirected,jylland,1
hjemland,undirected,viborg,1
hjemland,undirected,spani,1
jylland,undirected,viborg,1
jylland,undirected,spani,1
spani,undirected,viborg,1
egypt,undirected,korsets fod,1
arimatæa,undirected,egypt,1
korsets fod,undirected,paradis,1
korsets fod,undirected,nazar,1
arimatæa,undirected,korsets fod,1
arimatæa,undirected,nazar,1
betlehem,undirected,betlehemskirk,1
betlehem,undirected,næsby,4
betlehemskirk,undirected,jord,1
betlehemskirk,undirected,næsby kirk,1
israel,undirected,næsby kirk,1
betlehemskirk,undirected,israel,1
betlehemskirk,undirected,nazar,1
betlehemskirk,undirected,næsby,1
nazar,undirected,næsby,2
high stre,undirected,slot,1
betlehem,undirected,high stre,1
high stre,undirected,jord,1
high stre,undirected,thune nielsensvej,1
high st,undirected,high stre,1
high stre,undirected,næsby kirk,1
high stre,undirected,skotland,1
glasgow,undirected,high stre,1
high stre,undirected,kroggårdsvej fuglsang,1
high stre,undirected,næsby,1
bogensevej,undirected,high stre,1
betlehem er blev,undirected,high stre,1
slot,undirected,thune nielsensvej,1
high st,undirected,slot,1
næsby kirk,undirected,slot,1
skotland,undirected,slot,1
glasgow,undirected,slot,1
kroggårdsvej fuglsang,undirected,slot,1
næsby,undirected,slot,1
bogensevej,undirected,slot,1
betlehem er blev,undirected,slot,1
betlehem,undirected,thune nielsensvej,1
betlehem,undirected,high st,1
betlehem,undirected,skotland,2
betlehem,undirected,glasgow,1
betlehem,undirected,kroggårdsvej fuglsang,1
betlehem,undirected,bogensevej,1
betlehem,undirected,betlehem er blev,1
jord,undirected,thune nielsensvej,1
high st,undirected,jord,1
glasgow,undirected,jord,1
jord,undirected,kroggårdsvej fuglsang,1
bogensevej,undirected,jord,1
betlehem er blev,undirected,jord,1
high st,undirected,thune nielsensvej,1
næsby kirk,undirected,thune nielsensvej,1
skotland,undirected,thune nielsensvej,1
glasgow,undirected,thune nielsensvej,1
kroggårdsvej fuglsang,undirected,thune nielsensvej,1
næsby,undirected,thune nielsensvej,1
bogensevej,undirected,thune nielsensvej,1
betlehem er blev,undirected,thune nielsensvej,1
high st,undirected,næsby kirk,1
high st,undirected,skotland,1
glasgow,undirected,high st,1
high st,undirected,kroggårdsvej fuglsang,1
high st,undirected,næsby,1
bogensevej,undirected,high st,1
betlehem er blev,undirected,high st,1
næsby kirk,undirected,skotland,1
glasgow,undirected,næsby kirk,1
kroggårdsvej fuglsang,undirected,næsby kirk,1
bogensevej,undirected,næsby kirk,1
betlehem er blev,undirected,næsby kirk,1
glasgow,undirected,skotland,2
kroggårdsvej fuglsang,undirected,skotland,1
næsby,undirected,skotland,1
bogensevej,undirected,skotland,1
betlehem er blev,undirected,skotland,1
glasgow,undirected,kroggårdsvej fuglsang,1
glasgow,undirected,næsby,1
bogensevej,undirected,glasgow,1
betlehem er blev,undirected,glasgow,1
kroggårdsvej fuglsang,undirected,næsby,1
bogensevej,undirected,kroggårdsvej fuglsang,1
betlehem er blev,undirected,kroggårdsvej fuglsang,1
bogensevej,undirected,næsby,1
betlehem er blev,undirected,næsby,1
betlehem er blev,undirected,bogensevej,1
næsby,undirected,usa,1
næsby,undirected,tyrki,1
tyrki,undirected,tyskland,2
næsby,undirected,syri,1
næsby,undirected,tyskland,1
jord,undirected,kong,1
gallauniform,undirected,jord,1
gallauniform,undirected,kong,1
matthæusevangeli,undirected,næsby kirk,2
domkirk,undirected,næsby kirk,2
kroggårdsskol,undirected,næsby kirk,2
kroggårdsskol,undirected,matthæusevangeli,2
domkirk,undirected,kroggårdsskol,2
det guddommelige r,undirected,jerusalem,1
det guddommelige r,undirected,johannesevangeli,1
jerusalem,undirected,kroggårdsskol,1
bibel,undirected,kroggårdsskol,1
egypt,undirected,kroggårdsskol,1
facebook,undirected,johannesevangeli,1
bæk,undirected,jord,2
bæk,undirected,slot,1
bileam,undirected,eufratflod,1
eufratflod,undirected,jerusalem,1
det gamle testament,undirected,eufratflod,1
eufratflod,undirected,vingård,1
eufratflod,undirected,østjordanland,1
eufratflod,undirected,petor,1
bileam,undirected,jerusalem,2
bileam,undirected,det gamle testament,1
bileam,undirected,vingård,1
bileam,undirected,østjordanland,1
bileam,undirected,petor,1
jerusalem,undirected,vingård,1
jerusalem,undirected,petor,1
det gamle testament,undirected,vingård,1
det gamle testament,undirected,østjordanland,1
det gamle testament,undirected,petor,1
vingård,undirected,østjordanland,1
petor,undirected,vingård,1
petor,undirected,østjordanland,1
golgata,undirected,markusevangeli,2
barndommens paradis,undirected,betlehem,1
barndommens paradis,undirected,jordanflod,1
barndommens paradis,undirected,jerusalem,1
barndommens paradis,undirected,israel,1
barndommens paradis,undirected,nazar,1
danmark,undirected,sinajbjerg,4
europa,undirected,sinajbjerg,1
monthy python,undirected,pins,1
monthy python,undirected,vejl,1
jord,undirected,monthy python,1
bibel,undirected,monthy python,1
pins,undirected,vejl,1
bibel,undirected,vejl,2
bibel,undirected,korsbæk,1
hjerl hed,undirected,thyborøn,1
det indre københavn,undirected,thyborøn,1
muslingehus,undirected,thyborøn,1
det indre københavn,undirected,hjerl hed,1
hjerl hed,undirected,muslingehus,1
det indre københavn,undirected,muslingehus,1
indi,undirected,stillehav,1
de dødes r,undirected,indi,1
indi,undirected,næsby,1
new york,undirected,stillehav,1
canada,undirected,stillehav,1
de dødes r,undirected,stillehav,1
paradis,undirected,stillehav,1
næsby,undirected,stillehav,1
canada,undirected,new york,1
de dødes r,undirected,new york,1
new york,undirected,paradis,5
new york,undirected,næsby,1
canada,undirected,de dødes r,1
canada,undirected,næsby,1
de dødes r,undirected,paradis,1
de dødes r,undirected,næsby,1
næsby,undirected,paradis,1
det gamle,undirected,kirkeår,1
kirkebænk,undirected,kirkeår,1
danmark,undirected,kirkebænk,1
det gamle,undirected,kirkebænk,1
betlehem,undirected,sankt knuds kirk,1
jerusalem,undirected,næsby,2
jerusalem,undirected,sankt knuds kirk,1
jord,undirected,sankt knuds kirk,1
fyn,undirected,golgata,1
golgata,undirected,næsby,1
golgata,undirected,sankt knuds kirk,1
fyn,undirected,næsby,1
fyn,undirected,sankt knuds kirk,1
israel,undirected,sankt knuds kirk,1
næsby,undirected,sankt knuds kirk,1
faraos slot,undirected,jerusalem,1
faraos slot,undirected,langfredag,1
kanaan,undirected,langfredag,1
golgata,undirected,ægypt,2
faraos slot,undirected,golgata,1
golgata,undirected,kanaan,1
faraos slot,undirected,ægypt,1
faraos slot,undirected,kanaan,1
jord,undirected,rindum kirk,1
jord,undirected,ringkøbing kirk,1
rindum kirk,undirected,ringkøbing kirk,1
birka,undirected,den fede fynske muld,1
birka,undirected,østfyn,1
birka,undirected,jord,1
birka,undirected,galilæa,1
aunselvs muld,undirected,birka,1
birka,undirected,danmark,2
birka,undirected,fyn,2
birka,undirected,ladby muse,1
aunslev,undirected,birka,2
birka,undirected,sver,2
den fede fynske muld,undirected,østfyn,1
den fede fynske muld,undirected,jord,1
den fede fynske muld,undirected,galilæa,1
aunselvs muld,undirected,den fede fynske muld,1
danmark,undirected,den fede fynske muld,1
den fede fynske muld,undirected,fyn,1
den fede fynske muld,undirected,ladby muse,1
aunslev,undirected,den fede fynske muld,1
den fede fynske muld,undirected,sver,1
jord,undirected,østfyn,2
galilæa,undirected,østfyn,1
aunselvs muld,undirected,østfyn,1
danmark,undirected,østfyn,1
fyn,undirected,østfyn,1
ladby muse,undirected,østfyn,1
aunslev,undirected,østfyn,1
sver,undirected,østfyn,1
aunselvs muld,undirected,jord,1
jord,undirected,ladby muse,1
aunslev,undirected,jord,1
aunselvs muld,undirected,galilæa,1
galilæa,undirected,ladby muse,1
aunslev,undirected,galilæa,1
aunselvs muld,undirected,danmark,1
aunselvs muld,undirected,fyn,1
aunselvs muld,undirected,ladby muse,1
aunselvs muld,undirected,aunslev,1
aunselvs muld,undirected,sver,1
danmark,undirected,ladby muse,1
aunslev,undirected,danmark,2
fyn,undirected,ladby muse,1
aunslev,undirected,fyn,2
fyn,undirected,sver,3
aunslev,undirected,ladby muse,1
ladby muse,undirected,sver,1
aunslev,undirected,sver,2
danmark,undirected,de dødes opstand,3
danmark,undirected,næsby,1
de dødes opstand,undirected,næsby,1
danmark,undirected,kaj,1
dannebrog,undirected,store kirk,1
harmon,undirected,taborbjerg,1
galilæa,undirected,taborbjerg,1
samaria,undirected,taborbjerg,1
karmel,undirected,taborbjerg,1
nazar,undirected,taborbjerg,1
sinaj bjerg,undirected,taborbjerg,1
galilæa,undirected,harmon,1
harmon,undirected,samaria,1
harmon,undirected,karmel,1
harmon,undirected,nazar,1
harmon,undirected,sinaj bjerg,1
galilæa,undirected,karmel,1
galilæa,undirected,sinaj bjerg,1
karmel,undirected,samaria,2
nazar,undirected,samaria,3
karmel,undirected,nazar,1
karmel,undirected,sinaj bjerg,2
jord,undirected,mamres eg,1
indlandsis,undirected,jord,1
casal de marmo,undirected,rom,1
casal de marmo,undirected,oldkirk,1
casal de marmo,undirected,jord,1
egypt,undirected,roskilde festival,2
mellemøst,undirected,roskilde festival,1
cairo,undirected,roskilde festival,1
jord,undirected,roskilde festival,1
danmark,undirected,roskilde festival,2
galilæa,undirected,indi,3
jord,undirected,mandø,1
jordanflod,undirected,palæstina,2
aleppo,undirected,det jødiske samfund,1
det jødiske samfund,undirected,jerusalem,1
den evangelisklutherske kirk,undirected,det jødiske samfund,1
det gamle testament,undirected,det jødiske samfund,1
det jødiske samfund,undirected,zakaria,1
berlin,undirected,det jødiske samfund,1
aleppo,undirected,den evangelisklutherske kirk,1
aleppo,undirected,det gamle testament,1
aleppo,undirected,zakaria,1
den evangelisklutherske kirk,undirected,jerusalem,2
den evangelisklutherske kirk,undirected,jord,1
den evangelisklutherske kirk,undirected,det gamle testament,1
den evangelisklutherske kirk,undirected,zakaria,1
berlin,undirected,den evangelisklutherske kirk,1
berlin,undirected,det gamle testament,1
berlin,undirected,zakaria,1
brem,undirected,tyskland,1
brem,undirected,nordsø,1
brem,undirected,england,1
den jødiske kulturs centrum,undirected,jerusalem,1
det evige liv,undirected,tralalulalej,1
tralalulalej,undirected,trinitatis,1
det evige liv,undirected,trinitatis,1
berlinmur,undirected,vest,1
berlinmur,undirected,mellemøst,1
jerusalem,undirected,nørresundby,1
nairobi,undirected,new york,1
new york,undirected,nørresundby,1
danmark,undirected,nairobi,3
danmark,undirected,nørresundby,1
nairobi,undirected,nørresundby,1
herrens tempelbjerg,undirected,kirkeår,1
bramming,undirected,det gamle testament,1
bramming,undirected,kina,1
frankr,undirected,nordjylland,1
jord,undirected,lille lyngby,1
jord,undirected,kongehus,1
everest,undirected,jord,2
kongehus,undirected,lille lyngby,1
everest,undirected,lille lyngby,1
everest,undirected,kongehus,1
america,undirected,paradisets hav,1
america,undirected,paradis,1
det  himmelske  slot,undirected,strandvej,1
det  himmelske  slot,undirected,margeritrut,1
margeritrut,undirected,strandvej,1
frankr,undirected,oliebjerg,1
kirkerum,undirected,skib,1
chåkma,undirected,danmark,1
chåkma,undirected,frankr,1
jeriko,undirected,mount everest,2
jerusalem,undirected,mount everest,2
mount everest,undirected,uzbekistan,1
afghanistan,undirected,mount everest,1
jeriko,undirected,uzbekistan,1
afghanistan,undirected,jeriko,3
jerusalem,undirected,uzbekistan,1
afghanistan,undirected,uzbekistan,1
timbuktu,undirected,udkantsdanmark,1
gibsarm,undirected,udkantsdanmark,1
danmark,undirected,timbuktu,1
danmark,undirected,gibsarm,1
gibsarm,undirected,timbuktu,1
bilka,undirected,vejlegård,1
betlehemsbarn,undirected,bilka,1
bilka,undirected,kokkedal,1
bilka,undirected,egypt,1
bilka,undirected,jerusalem,1
bilka,undirected,valhal,1
betlehemsbarn,undirected,vejlegård,1
kokkedal,undirected,vejlegård,1
egypt,undirected,vejlegård,1
jerusalem,undirected,vejlegård,1
valhal,undirected,vejlegård,1
betlehemsbarn,undirected,kokkedal,1
betlehemsbarn,undirected,egypt,1
betlehemsbarn,undirected,valhal,1
egypt,undirected,kokkedal,1
egypt,undirected,valhal,1
jerusalem,undirected,valhal,1
den ene og almæg,undirected,haderslevs,1
den ene og almæg,undirected,haderslev,1
haderslev,undirected,haderslevs,1
jerusalem,undirected,nordafrikansk,1
draaby,undirected,himmer,1
draaby,undirected,europa,1
morija bjerg,undirected,paradis,1
jord,undirected,nepal,1
egypt,undirected,skævingemeløs,1
matthæusevangeli,undirected,skævingemeløs,1
skævingemeløs,undirected,usa,1
betlehem,undirected,skævingemeløs,1
jord,undirected,skævingemeløs,1
israel,undirected,skævingemeløs,1
det allerhelligste ind,undirected,genesaret sø,1
genesaret sø,undirected,lidenlund,1
genesaret sø,undirected,gethseman,1
genesaret sø,undirected,guds r,1
forklarelsens bjerg,undirected,genesaret sø,1
det allerhelligste ind,undirected,lidenlund,1
det allerhelligste ind,undirected,gethseman,1
det allerhelligste ind,undirected,jerusalem,1
det allerhelligste ind,undirected,guds r,1
det allerhelligste ind,undirected,forklarelsens bjerg,1
gethseman,undirected,lidenlund,1
jerusalem,undirected,lidenlund,1
guds r,undirected,lidenlund,1
forklarelsens bjerg,undirected,lidenlund,1
gethseman,undirected,guds r,1
forklarelsens bjerg,undirected,gethseman,1
guds r,undirected,jerusalem,1
forklarelsens bjerg,undirected,guds r,1
kvægtorv,undirected,nazareth,1
kvægtorv,undirected,usa,1
odens,undirected,usa,2
kvægtorv,undirected,mellemøst,1
mellemøst,undirected,odens,1
jerusalem,undirected,kvægtorv,1
kvægtorv,undirected,ukrain,1
kvægtorv,undirected,nazar,1
kvægtorv,undirected,odens,1
odens,undirected,ukrain,1
bibel,undirected,york,1
bibel,undirected,new,1
barmhjertighedens vandland,undirected,johannesevangeli,1
als,undirected,barmhjertighedens vandland,1
barmhjertighedens vandland,undirected,betesda,1
