Source,Type,Target,Weight
border,undirected,earth,1
border,undirected,breed,1
border,undirected,england,1
border,undirected,klodens,1
border,undirected,sydpolen,1
border,undirected,kosmos,1
afghanistan,undirected,himlen,1
himlen,undirected,stillehavet,1
himlen,undirected,nordpolen,1
birth,undirected,himlen,1
earth,undirected,himlen,1
breed,undirected,himlen,1
england,undirected,himlen,1
himlen,undirected,klodens,1
himlen,undirected,sydpolen,1
afghanistan,undirected,jorden,1
afghanistan,undirected,nordpolen,1
afghanistan,undirected,birth,1
afghanistan,undirected,earth,1
afghanistan,undirected,breed,1
afghanistan,undirected,england,1
afghanistan,undirected,klodens,1
afghanistan,undirected,sydpolen,1
afghanistan,undirected,kosmos,1
jorden,undirected,stillehavet,1
jorden,undirected,nordpolen,1
birth,undirected,jorden,1
earth,undirected,jorden,1
breed,undirected,jorden,1
jorden,undirected,klodens,1
jorden,undirected,sydpolen,1
nordpolen,undirected,stillehavet,1
birth,undirected,stillehavet,1
earth,undirected,stillehavet,1
breed,undirected,stillehavet,1
england,undirected,stillehavet,1
klodens,undirected,stillehavet,1
stillehavet,undirected,sydpolen,1
kosmos,undirected,stillehavet,1
birth,undirected,nordpolen,1
earth,undirected,nordpolen,1
breed,undirected,nordpolen,1
klodens,undirected,nordpolen,1
kosmos,undirected,nordpolen,1
birth,undirected,earth,1
birth,undirected,breed,1
birth,undirected,england,1
birth,undirected,klodens,1
birth,undirected,sydpolen,1
birth,undirected,kosmos,1
breed,undirected,earth,1
earth,undirected,england,1
earth,undirected,klodens,1
earth,undirected,sydpolen,1
earth,undirected,kosmos,1
breed,undirected,england,1
breed,undirected,klodens,1
breed,undirected,sydpolen,1
breed,undirected,kosmos,1
england,undirected,klodens,1
england,undirected,sydpolen,1
klodens,undirected,sydpolen,1
klodens,undirected,kosmos,1
kosmos,undirected,sydpolen,1
himmerige,undirected,montenegro,1
island,undirected,montenegro,1
montenegro,undirected,shell mera,1
bosnienhercegovina,undirected,montenegro,1
montenegro,undirected,pennsylvania,1
montenegro,undirected,schweiz,1
danmark,undirected,montenegro,1
montenegro,undirected,norge,1
montenegro,undirected,serbien,1
albanien,undirected,montenegro,1
californien,undirected,montenegro,1
europa,undirected,montenegro,1
dk,undirected,montenegro,1
eu,undirected,montenegro,1
andesbjergene,undirected,montenegro,1
mexico,undirected,montenegro,1
ecuador,undirected,montenegro,1
makedonien,undirected,montenegro,1
danmarks,undirected,montenegro,1
himmerige,undirected,shell mera,1
bosnienhercegovina,undirected,himmerige,1
himmerige,undirected,pennsylvania,1
himmerige,undirected,schweiz,1
himmerige,undirected,norge,3
himmerige,undirected,serbien,1
albanien,undirected,himmerige,1
californien,undirected,himmerige,1
dk,undirected,himmerige,1
eu,undirected,himmerige,1
andesbjergene,undirected,himmerige,1
himmerige,undirected,mexico,1
ecuador,undirected,himmerige,1
himmerige,undirected,makedonien,1
danmarks,undirected,himmerige,2
island,undirected,shell mera,1
bosnienhercegovina,undirected,island,1
island,undirected,pennsylvania,1
island,undirected,schweiz,1
island,undirected,norge,1
island,undirected,serbien,1
albanien,undirected,island,1
californien,undirected,island,1
dk,undirected,island,1
eu,undirected,island,1
andesbjergene,undirected,island,1
ecuador,undirected,island,1
island,undirected,makedonien,1
danmarks,undirected,island,1
bosnienhercegovina,undirected,shell mera,1
pennsylvania,undirected,shell mera,1
schweiz,undirected,shell mera,1
danmark,undirected,shell mera,1
norge,undirected,shell mera,1
serbien,undirected,shell mera,1
albanien,undirected,shell mera,1
californien,undirected,shell mera,1
europa,undirected,shell mera,1
dk,undirected,shell mera,1
eu,undirected,shell mera,1
andesbjergene,undirected,shell mera,1
mexico,undirected,shell mera,1
ecuador,undirected,shell mera,1
makedonien,undirected,shell mera,1
danmarks,undirected,shell mera,1
bosnienhercegovina,undirected,pennsylvania,1
bosnienhercegovina,undirected,schweiz,1
bosnienhercegovina,undirected,norge,1
bosnienhercegovina,undirected,serbien,1
albanien,undirected,bosnienhercegovina,1
bosnienhercegovina,undirected,californien,1
bosnienhercegovina,undirected,europa,1
bosnienhercegovina,undirected,dk,1
bosnienhercegovina,undirected,eu,1
andesbjergene,undirected,bosnienhercegovina,1
bosnienhercegovina,undirected,mexico,1
bosnienhercegovina,undirected,ecuador,1
bosnienhercegovina,undirected,makedonien,2
bosnienhercegovina,undirected,danmarks,1
pennsylvania,undirected,schweiz,1
danmark,undirected,pennsylvania,1
norge,undirected,pennsylvania,1
pennsylvania,undirected,serbien,1
albanien,undirected,pennsylvania,1
californien,undirected,pennsylvania,1
europa,undirected,pennsylvania,1
dk,undirected,pennsylvania,1
eu,undirected,pennsylvania,1
andesbjergene,undirected,pennsylvania,1
mexico,undirected,pennsylvania,1
ecuador,undirected,pennsylvania,1
makedonien,undirected,pennsylvania,1
danmarks,undirected,pennsylvania,1
norge,undirected,schweiz,1
schweiz,undirected,serbien,1
albanien,undirected,schweiz,1
californien,undirected,schweiz,1
europa,undirected,schweiz,1
dk,undirected,schweiz,1
eu,undirected,schweiz,1
andesbjergene,undirected,schweiz,1
mexico,undirected,schweiz,1
ecuador,undirected,schweiz,1
makedonien,undirected,schweiz,1
danmarks,undirected,schweiz,1
danmark,undirected,serbien,1
albanien,undirected,danmark,1
californien,undirected,danmark,1
andesbjergene,undirected,danmark,1
danmark,undirected,ecuador,1
danmark,undirected,makedonien,1
norge,undirected,serbien,1
albanien,undirected,norge,1
californien,undirected,norge,1
dk,undirected,norge,1
eu,undirected,norge,1
andesbjergene,undirected,norge,1
mexico,undirected,norge,1
ecuador,undirected,norge,1
makedonien,undirected,norge,1
albanien,undirected,serbien,1
californien,undirected,serbien,1
dk,undirected,serbien,1
eu,undirected,serbien,1
andesbjergene,undirected,serbien,1
mexico,undirected,serbien,1
ecuador,undirected,serbien,1
makedonien,undirected,serbien,1
danmarks,undirected,serbien,1
albanien,undirected,californien,1
albanien,undirected,europa,1
albanien,undirected,dk,1
albanien,undirected,eu,1
albanien,undirected,andesbjergene,1
albanien,undirected,mexico,1
albanien,undirected,ecuador,1
albanien,undirected,makedonien,1
albanien,undirected,danmarks,1
californien,undirected,europa,1
californien,undirected,dk,1
californien,undirected,eu,1
andesbjergene,undirected,californien,1
californien,undirected,mexico,1
californien,undirected,ecuador,1
californien,undirected,makedonien,1
californien,undirected,danmarks,1
ecuador,undirected,europa,1
europa,undirected,makedonien,1
dk,undirected,eu,1
andesbjergene,undirected,dk,1
dk,undirected,mexico,1
dk,undirected,ecuador,1
dk,undirected,makedonien,1
andesbjergene,undirected,eu,1
eu,undirected,mexico,1
ecuador,undirected,eu,1
eu,undirected,makedonien,1
danmarks,undirected,eu,4
andesbjergene,undirected,mexico,1
andesbjergene,undirected,ecuador,1
andesbjergene,undirected,makedonien,1
andesbjergene,undirected,danmarks,1
ecuador,undirected,mexico,1
makedonien,undirected,mexico,1
danmarks,undirected,mexico,1
ecuador,undirected,makedonien,1
danmarks,undirected,ecuador,1
danmarks,undirected,makedonien,1
danmark,undirected,synanon,1
danmark,undirected,gudsrige,3
galilæa,undirected,kaisersemmel,1
galilæa,undirected,galilæasøen,1
paris,undirected,østrig,1
kaisersemmel,undirected,paris,1
galilæasøen,undirected,paris,1
kaisersemmel,undirected,østrig,1
galilæasøen,undirected,østrig,1
egypten,undirected,kaisersemmel,1
egypten,undirected,galilæasøen,1
galilæasøen,undirected,kaisersemmel,1
jerusalem,undirected,kaisersemmel,1
galilæasøen,undirected,jerusalem,1
det gamle testamentes,undirected,helvedes,1
kristendommens,undirected,sovjetunionen,1
rom,undirected,sovjetunionen,2
agoraen,undirected,universet,1
buckingham palace,undirected,universet,1
areopagos,undirected,universet,1
akropolis,undirected,universet,1
agoraen,undirected,egypten,1
agoraen,undirected,buckingham palace,1
agoraen,undirected,areopagos,1
agoraen,undirected,danmark,1
agoraen,undirected,athen,1
agoraen,undirected,danmarks,1
agoraen,undirected,akropolis,1
agoraen,undirected,london,1
buckingham palace,undirected,egypten,1
areopagos,undirected,egypten,1
athen,undirected,egypten,1
akropolis,undirected,egypten,1
egypten,undirected,london,2
areopagos,undirected,buckingham palace,1
buckingham palace,undirected,danmark,1
athen,undirected,buckingham palace,1
buckingham palace,undirected,danmarks,1
akropolis,undirected,buckingham palace,1
buckingham palace,undirected,london,1
areopagos,undirected,danmark,1
areopagos,undirected,danmarks,1
akropolis,undirected,areopagos,1
areopagos,undirected,london,1
athen,undirected,danmark,2
akropolis,undirected,danmark,1
athen,undirected,danmarks,1
athen,undirected,london,1
akropolis,undirected,danmarks,1
akropolis,undirected,london,1
universet,undirected,yggdrasil,2
europas,undirected,universet,1
helvede,undirected,yggdrasil,1
europa,undirected,yggdrasil,1
england,undirected,yggdrasil,1
europas,undirected,yggdrasil,1
europa,undirected,helvede,3
england,undirected,helvede,2
europas,undirected,helvede,1
kapernaum,undirected,rom,1
middelhavsområdet,undirected,rom,3
kapernaum,undirected,middelhavsområdet,1
babylon,undirected,syrien,1
syrien,undirected,yemen,4
burundi,undirected,syrien,1
sudan,undirected,syrien,2
syrien,undirected,udkantsisrael,2
burundi,undirected,egypten,1
egypten,undirected,sudan,1
egypten,undirected,somalia,1
egypten,undirected,udkantsisrael,2
egypten,undirected,mexico,1
egypten,undirected,ukraine,1
babylon,undirected,yemen,1
babylon,undirected,burundi,1
babylon,undirected,sudan,1
babylon,undirected,somalia,1
babylon,undirected,jordens,3
babylon,undirected,nigeria,1
babylon,undirected,frankrig,1
babylon,undirected,sydsudan,1
babylon,undirected,facebook,1
afghanistan,undirected,babylon,1
babylon,undirected,mexico,1
babylon,undirected,ukraine,1
israel,undirected,yemen,2
burundi,undirected,israel,1
israel,undirected,sudan,2
israel,undirected,somalia,1
burundi,undirected,yemen,1
sudan,undirected,yemen,2
somalia,undirected,yemen,3
jordens,undirected,yemen,1
danmark,undirected,yemen,3
udkantsisrael,undirected,yemen,2
nigeria,undirected,yemen,2
frankrig,undirected,yemen,1
judæa,undirected,yemen,1
sydsudan,undirected,yemen,1
facebook,undirected,yemen,1
jerusalem,undirected,yemen,2
paris,undirected,yemen,1
afghanistan,undirected,yemen,3
irak,undirected,yemen,3
mexico,undirected,yemen,3
libyen,undirected,yemen,2
ukraine,undirected,yemen,1
burundi,undirected,sudan,1
burundi,undirected,somalia,1
burundi,undirected,jordens,1
burundi,undirected,udkantsisrael,1
burundi,undirected,nigeria,1
burundi,undirected,frankrig,1
burundi,undirected,judæa,1
burundi,undirected,facebook,1
burundi,undirected,jerusalem,1
burundi,undirected,paris,1
afghanistan,undirected,burundi,1
burundi,undirected,irak,1
burundi,undirected,mexico,1
burundi,undirected,libyen,1
burundi,undirected,ukraine,1
somalia,undirected,sudan,2
jordens,undirected,sudan,1
sudan,undirected,udkantsisrael,1
nigeria,undirected,sudan,1
frankrig,undirected,sudan,1
judæa,undirected,sudan,1
sudan,undirected,sydsudan,1
facebook,undirected,sudan,1
paris,undirected,sudan,2
afghanistan,undirected,sudan,2
irak,undirected,sudan,2
mexico,undirected,sudan,2
sudan,undirected,ukraine,1
jordens,undirected,somalia,1
somalia,undirected,udkantsisrael,1
nigeria,undirected,somalia,2
frankrig,undirected,somalia,1
judæa,undirected,somalia,1
somalia,undirected,sydsudan,1
facebook,undirected,somalia,2
paris,undirected,somalia,1
afghanistan,undirected,somalia,4
mexico,undirected,somalia,3
libyen,undirected,somalia,1
somalia,undirected,ukraine,1
jordens,undirected,sydsudan,1
afghanistan,undirected,jordens,1
jordens,undirected,libyen,1
jordens,undirected,ukraine,1
danmark,undirected,judæa,6
nigeria,undirected,udkantsisrael,1
frankrig,undirected,udkantsisrael,1
judæa,undirected,udkantsisrael,1
sydsudan,undirected,udkantsisrael,1
facebook,undirected,udkantsisrael,1
paris,undirected,udkantsisrael,1
afghanistan,undirected,udkantsisrael,2
irak,undirected,udkantsisrael,1
mexico,undirected,udkantsisrael,1
udkantsisrael,undirected,ukraine,1
mexico,undirected,nigeria,2
libyen,undirected,nigeria,2
frankrig,undirected,judæa,1
frankrig,undirected,sydsudan,1
frankrig,undirected,mexico,1
frankrig,undirected,libyen,1
frankrig,undirected,ukraine,1
judæa,undirected,sydsudan,1
judæa,undirected,paris,1
judæa,undirected,mexico,1
judæa,undirected,libyen,2
judæa,undirected,ukraine,1
facebook,undirected,sydsudan,1
paris,undirected,sydsudan,1
afghanistan,undirected,sydsudan,1
mexico,undirected,sydsudan,1
libyen,undirected,sydsudan,1
facebook,undirected,paris,2
facebook,undirected,mexico,2
facebook,undirected,libyen,1
facebook,undirected,ukraine,1
mexico,undirected,paris,1
libyen,undirected,paris,2
paris,undirected,ukraine,1
irak,undirected,mexico,3
irak,undirected,ukraine,1
libyen,undirected,mexico,1
mexico,undirected,ukraine,1
libyen,undirected,ukraine,1
danmark,undirected,honduras,2
aarhus,undirected,honduras,1
spaniens,undirected,tyrus,1
jordens,undirected,tyrus,1
sæby,undirected,tyrus,1
spanien,undirected,tyrus,1
oaselejr sjælland,undirected,tyrus,1
haslev,undirected,tyrus,1
danmarks,undirected,tyrus,1
jelling,undirected,tyrus,1
romerriget,undirected,tyrus,1
jorden,undirected,spaniens,1
jordens,undirected,spaniens,1
danmark,undirected,spaniens,1
spaniens,undirected,sæby,1
spanien,undirected,spaniens,3
betsajda,undirected,spaniens,1
oaselejr sjælland,undirected,spaniens,1
haslev,undirected,spaniens,1
sidon,undirected,spaniens,1
korazin,undirected,spaniens,1
danmarks,undirected,spaniens,1
kapernaum,undirected,spaniens,1
libanon,undirected,spaniens,1
jelling,undirected,spaniens,1
romerriget,undirected,spaniens,1
jorden,undirected,sæby,1
jorden,undirected,oaselejr sjælland,1
haslev,undirected,jorden,1
jorden,undirected,korazin,1
jorden,undirected,libanon,1
jelling,undirected,jorden,1
jordens,undirected,sæby,1
jordens,undirected,spanien,2
betsajda,undirected,jordens,1
jordens,undirected,oaselejr sjælland,1
haslev,undirected,jordens,1
jordens,undirected,sidon,1
jordens,undirected,korazin,1
jordens,undirected,libanon,1
jelling,undirected,jordens,2
danmark,undirected,sæby,1
danmark,undirected,oaselejr sjælland,1
danmark,undirected,jelling,2
spanien,undirected,sæby,1
betsajda,undirected,sæby,1
oaselejr sjælland,undirected,sæby,1
haslev,undirected,sæby,1
sidon,undirected,sæby,1
korazin,undirected,sæby,1
danmarks,undirected,sæby,1
kapernaum,undirected,sæby,1
libanon,undirected,sæby,1
jelling,undirected,sæby,1
romerriget,undirected,sæby,1
betsajda,undirected,spanien,1
oaselejr sjælland,undirected,spanien,1
haslev,undirected,spanien,1
sidon,undirected,spanien,1
korazin,undirected,spanien,1
kapernaum,undirected,spanien,1
libanon,undirected,spanien,2
jelling,undirected,spanien,1
romerriget,undirected,spanien,1
betsajda,undirected,oaselejr sjælland,1
betsajda,undirected,haslev,1
betsajda,undirected,danmarks,1
betsajda,undirected,libanon,1
betsajda,undirected,jelling,1
betsajda,undirected,romerriget,1
haslev,undirected,oaselejr sjælland,1
oaselejr sjælland,undirected,sidon,1
korazin,undirected,oaselejr sjælland,1
danmarks,undirected,oaselejr sjælland,1
kapernaum,undirected,oaselejr sjælland,1
libanon,undirected,oaselejr sjælland,1
jelling,undirected,oaselejr sjælland,1
oaselejr sjælland,undirected,romerriget,1
haslev,undirected,sidon,1
haslev,undirected,korazin,1
danmarks,undirected,haslev,1
haslev,undirected,kapernaum,1
haslev,undirected,libanon,1
haslev,undirected,jelling,1
haslev,undirected,romerriget,1
danmarks,undirected,sidon,1
jelling,undirected,sidon,1
romerriget,undirected,sidon,1
danmarks,undirected,korazin,1
korazin,undirected,libanon,1
jelling,undirected,korazin,1
korazin,undirected,romerriget,1
danmarks,undirected,kapernaum,1
danmarks,undirected,libanon,2
danmarks,undirected,jelling,1
kapernaum,undirected,libanon,1
jelling,undirected,kapernaum,1
kapernaum,undirected,romerriget,1
jelling,undirected,libanon,1
libanon,undirected,romerriget,1
jelling,undirected,romerriget,1
ethiopien,undirected,getsemane,1
syrien,undirected,tingbjerg,1
sovjetunionen,undirected,syrien,1
colombia,undirected,syrien,1
burma,undirected,syrien,2
islams,undirected,syrien,1
mali,undirected,tingbjerg,1
mali,undirected,yemen,1
mali,undirected,sudan,2
mali,undirected,sovjetunionen,1
mali,undirected,somalia,1
mali,undirected,pakistan,1
congo,undirected,mali,1
colombia,undirected,mali,1
iran,undirected,mali,1
burma,undirected,mali,2
islams,undirected,mali,1
mali,undirected,romerriget,1
gaza,undirected,mali,1
irak,undirected,mali,1
mali,undirected,romerrigets,1
tingbjerg,undirected,yemen,1
sudan,undirected,tingbjerg,1
sovjetunionen,undirected,tingbjerg,1
somalia,undirected,tingbjerg,1
danmark,undirected,tingbjerg,1
pakistan,undirected,tingbjerg,1
congo,undirected,tingbjerg,1
colombia,undirected,tingbjerg,1
iran,undirected,tingbjerg,1
burma,undirected,tingbjerg,1
islams,undirected,tingbjerg,1
rom,undirected,tingbjerg,1
romerriget,undirected,tingbjerg,1
gaza,undirected,tingbjerg,1
afghanistan,undirected,tingbjerg,1
irak,undirected,tingbjerg,1
mexico,undirected,tingbjerg,1
romerrigets,undirected,tingbjerg,1
sovjetunionen,undirected,yemen,1
pakistan,undirected,yemen,1
congo,undirected,yemen,1
colombia,undirected,yemen,1
iran,undirected,yemen,2
burma,undirected,yemen,1
islams,undirected,yemen,1
rom,undirected,yemen,2
romerriget,undirected,yemen,2
gaza,undirected,yemen,1
romerrigets,undirected,yemen,2
sovjetunionen,undirected,sudan,1
pakistan,undirected,sudan,1
congo,undirected,sudan,1
colombia,undirected,sudan,1
iran,undirected,sudan,2
burma,undirected,sudan,1
islams,undirected,sudan,1
rom,undirected,sudan,1
romerriget,undirected,sudan,1
gaza,undirected,sudan,1
romerrigets,undirected,sudan,1
somalia,undirected,sovjetunionen,1
pakistan,undirected,sovjetunionen,1
congo,undirected,sovjetunionen,1
colombia,undirected,sovjetunionen,1
burma,undirected,sovjetunionen,1
islams,undirected,sovjetunionen,1
gaza,undirected,sovjetunionen,1
afghanistan,undirected,sovjetunionen,1
mexico,undirected,sovjetunionen,1
romerrigets,undirected,sovjetunionen,1
pakistan,undirected,somalia,2
congo,undirected,somalia,1
colombia,undirected,somalia,1
iran,undirected,somalia,2
burma,undirected,somalia,1
islams,undirected,somalia,1
rom,undirected,somalia,1
romerriget,undirected,somalia,2
gaza,undirected,somalia,1
romerrigets,undirected,somalia,1
colombia,undirected,danmark,1
burma,undirected,danmark,1
danmark,undirected,islams,1
danmark,undirected,romerrigets,6
congo,undirected,pakistan,1
colombia,undirected,pakistan,1
burma,undirected,pakistan,1
islams,undirected,pakistan,1
pakistan,undirected,rom,1
pakistan,undirected,romerriget,2
gaza,undirected,pakistan,1
mexico,undirected,pakistan,1
pakistan,undirected,romerrigets,1
colombia,undirected,congo,1
congo,undirected,iran,1
burma,undirected,congo,1
congo,undirected,islams,1
congo,undirected,rom,1
congo,undirected,romerriget,1
congo,undirected,gaza,1
congo,undirected,irak,1
congo,undirected,mexico,1
congo,undirected,romerrigets,1
colombia,undirected,iran,1
burma,undirected,colombia,1
colombia,undirected,islams,1
colombia,undirected,rom,1
colombia,undirected,romerriget,1
colombia,undirected,gaza,1
afghanistan,undirected,colombia,1
colombia,undirected,irak,1
colombia,undirected,mexico,1
colombia,undirected,romerrigets,1
burma,undirected,iran,1
iran,undirected,islams,1
gaza,undirected,iran,1
iran,undirected,mexico,1
iran,undirected,romerrigets,3
burma,undirected,islams,1
burma,undirected,rom,1
burma,undirected,romerriget,1
burma,undirected,gaza,1
afghanistan,undirected,burma,1
burma,undirected,irak,1
burma,undirected,mexico,1
burma,undirected,romerrigets,1
islams,undirected,rom,1
islams,undirected,romerriget,1
gaza,undirected,islams,1
afghanistan,undirected,islams,1
irak,undirected,islams,1
islams,undirected,mexico,1
islams,undirected,romerrigets,1
gaza,undirected,rom,1
afghanistan,undirected,rom,3
gaza,undirected,romerriget,1
afghanistan,undirected,romerriget,3
afghanistan,undirected,gaza,1
gaza,undirected,irak,2
gaza,undirected,mexico,1
gaza,undirected,romerrigets,1
afghanistan,undirected,romerrigets,2
irak,undirected,romerrigets,2
mexico,undirected,romerrigets,1
tømmerup,undirected,vatikanets,1
romerbrevets,undirected,vatikanets,1
burma,undirected,vatikanets,1
gudsriget,undirected,vatikanets,1
romerbrevets,undirected,tømmerup,1
burma,undirected,tømmerup,1
gudsriget,undirected,tømmerup,1
burma,undirected,romerbrevets,1
gudsriget,undirected,romerbrevets,1
burma,undirected,gudsriget,1
israel,undirected,lollandfalsters,1
lollandfalsters,undirected,nazaret,1
jordens,undirected,lollandfalsters,1
bakkegården,undirected,kina,1
bakkegården,undirected,paradiset,1
bakkegården,undirected,himmeriget,1
pagtens ark,undirected,universet,1
jorden,undirected,nyborg,1
jorden,undirected,pagtens ark,1
nyborg,undirected,pagtens ark,1
israel,undirected,nyborg,1
nyborg,undirected,paradis,1
danmark,undirected,pagtens ark,1
israel,undirected,pagtens ark,1
pagtens ark,undirected,paradis,1
getsemane have,undirected,syrakus,1
himmerigets,undirected,syrakus,1
sicilien,undirected,syrakus,1
himmeriget,undirected,syrakus,1
rom,undirected,syrakus,1
jerusalem,undirected,syrakus,1
romerriget,undirected,syrakus,1
cæsarea filippi,undirected,syrakus,1
getsemane have,undirected,himmerigets,1
getsemane have,undirected,sicilien,1
himmerigets,undirected,sicilien,1
himmerigets,undirected,romerriget,1
cæsarea filippi,undirected,himmerigets,1
himmeriget,undirected,sicilien,1
rom,undirected,sicilien,2
jerusalem,undirected,sicilien,1
romerriget,undirected,sicilien,2
cæsarea filippi,undirected,sicilien,1
cæsarea filippi,undirected,himmeriget,1
cæsarea filippi,undirected,rom,1
cæsarea filippi,undirected,romerriget,1
kina,undirected,vestmuren,1
danmark,undirected,vestmuren,1
nordkorea,undirected,vestmuren,1
afrika,undirected,nordkorea,3
israel,undirected,vestmuren,1
afrika,undirected,vestmuren,1
asien,undirected,irak,3
asien,undirected,makedonien,1
asien,undirected,nigeria,1
asien,undirected,romerriget,1
irak,undirected,makedonien,2
israels,undirected,makedonien,2
makedonien,undirected,nigeria,1
makedonien,undirected,rom,2
makedonien,undirected,romerriget,1
bahrain,undirected,syrien,1
syrien,undirected,teherans lufthavn,1
syrien,undirected,teheran,1
efraim,undirected,syrien,1
bahrain,undirected,egypten,1
egypten,undirected,teherans lufthavn,1
egypten,undirected,irans,1
egypten,undirected,teheran,1
egypten,undirected,mellemøstens,1
bethania,undirected,egypten,1
efraim,undirected,egypten,1
egypten,undirected,romerrigets,2
bahrain,undirected,mellemøsten,1
bahrain,undirected,teherans lufthavn,1
bahrain,undirected,nordkorea,1
bahrain,undirected,jerusalems,1
bahrain,undirected,israel,1
bahrain,undirected,irans,1
bahrain,undirected,betlehem,1
bahrain,undirected,yemen,1
bahrain,undirected,danmark,1
bahrain,undirected,udkantsisrael,1
bahrain,undirected,teheran,1
bahrain,undirected,iran,1
bahrain,undirected,rom,1
bahrain,undirected,jerusalem,1
bahrain,undirected,romerriget,1
bahrain,undirected,mellemøstens,1
bahrain,undirected,bethania,1
afghanistan,undirected,bahrain,1
bahrain,undirected,betania,1
bahrain,undirected,libyen,1
bahrain,undirected,tunesien,1
bahrain,undirected,efraim,1
bahrain,undirected,romerrigets,1
mellemøsten,undirected,teherans lufthavn,1
irans,undirected,mellemøsten,1
mellemøsten,undirected,yemen,1
mellemøsten,undirected,udkantsisrael,1
mellemøsten,undirected,teheran,1
mellemøsten,undirected,mellemøstens,1
bethania,undirected,mellemøsten,1
betania,undirected,mellemøsten,1
mellemøsten,undirected,tunesien,1
efraim,undirected,mellemøsten,1
nordkorea,undirected,teherans lufthavn,1
jerusalems,undirected,teherans lufthavn,1
israel,undirected,teherans lufthavn,1
irans,undirected,teherans lufthavn,1
betlehem,undirected,teherans lufthavn,1
teherans lufthavn,undirected,yemen,1
danmark,undirected,teherans lufthavn,1
teherans lufthavn,undirected,udkantsisrael,1
teheran,undirected,teherans lufthavn,1
iran,undirected,teherans lufthavn,1
rom,undirected,teherans lufthavn,1
jerusalem,undirected,teherans lufthavn,1
romerriget,undirected,teherans lufthavn,1
mellemøstens,undirected,teherans lufthavn,1
bethania,undirected,teherans lufthavn,1
afghanistan,undirected,teherans lufthavn,1
betania,undirected,teherans lufthavn,1
libyen,undirected,teherans lufthavn,1
teherans lufthavn,undirected,tunesien,1
efraim,undirected,teherans lufthavn,1
romerrigets,undirected,teherans lufthavn,1
irans,undirected,nordkorea,1
nordkorea,undirected,yemen,1
nordkorea,undirected,udkantsisrael,1
nordkorea,undirected,teheran,1
mellemøstens,undirected,nordkorea,1
bethania,undirected,nordkorea,1
afghanistan,undirected,nordkorea,4
betania,undirected,nordkorea,1
nordkorea,undirected,tunesien,1
nordkorea,undirected,romerrigets,2
irans,undirected,jerusalems,1
jerusalems,undirected,yemen,1
jerusalems,undirected,udkantsisrael,1
jerusalems,undirected,teheran,1
iran,undirected,jerusalems,2
afghanistan,undirected,jerusalems,2
jerusalems,undirected,libyen,2
jerusalems,undirected,tunesien,1
jerusalems,undirected,romerrigets,1
israel,undirected,teheran,1
israel,undirected,mellemøstens,1
israel,undirected,tunesien,1
israel,undirected,romerrigets,1
betlehem,undirected,irans,1
irans,undirected,yemen,1
danmark,undirected,irans,1
irans,undirected,udkantsisrael,1
irans,undirected,teheran,1
irans,undirected,rom,1
irans,undirected,romerriget,1
irans,undirected,mellemøstens,1
bethania,undirected,irans,1
betania,undirected,irans,1
irans,undirected,tunesien,1
efraim,undirected,irans,1
irans,undirected,romerrigets,1
betlehem,undirected,yemen,1
betlehem,undirected,teheran,1
betlehem,undirected,tunesien,1
betlehem,undirected,efraim,1
teheran,undirected,yemen,1
mellemøstens,undirected,yemen,1
bethania,undirected,yemen,1
betania,undirected,yemen,1
tunesien,undirected,yemen,1
efraim,undirected,yemen,1
bethania,undirected,danmark,2
danmark,undirected,tunesien,2
teheran,undirected,udkantsisrael,1
iran,undirected,udkantsisrael,1
romerriget,undirected,udkantsisrael,1
mellemøstens,undirected,udkantsisrael,1
bethania,undirected,udkantsisrael,1
betania,undirected,udkantsisrael,1
tunesien,undirected,udkantsisrael,1
efraim,undirected,udkantsisrael,1
romerrigets,undirected,udkantsisrael,1
rom,undirected,teheran,1
romerriget,undirected,teheran,1
mellemøstens,undirected,teheran,1
bethania,undirected,teheran,1
afghanistan,undirected,teheran,1
betania,undirected,teheran,1
libyen,undirected,teheran,1
teheran,undirected,tunesien,1
efraim,undirected,teheran,1
romerrigets,undirected,teheran,1
bethania,undirected,iran,1
betania,undirected,iran,1
iran,undirected,tunesien,1
efraim,undirected,iran,1
mellemøstens,undirected,rom,1
bethania,undirected,rom,1
betania,undirected,rom,1
rom,undirected,tunesien,1
efraim,undirected,rom,1
jerusalem,undirected,tunesien,1
mellemøstens,undirected,romerriget,1
bethania,undirected,romerriget,1
betania,undirected,romerriget,1
libyen,undirected,romerriget,1
romerriget,undirected,tunesien,1
efraim,undirected,romerriget,1
bethania,undirected,mellemøstens,1
afghanistan,undirected,mellemøstens,1
betania,undirected,mellemøstens,1
libyen,undirected,mellemøstens,1
mellemøstens,undirected,tunesien,1
efraim,undirected,mellemøstens,1
mellemøstens,undirected,romerrigets,1
afghanistan,undirected,bethania,1
betania,undirected,bethania,1
bethania,undirected,libyen,1
bethania,undirected,tunesien,1
bethania,undirected,efraim,1
bethania,undirected,romerrigets,1
afghanistan,undirected,tunesien,1
betania,undirected,libyen,1
betania,undirected,tunesien,1
betania,undirected,efraim,1
betania,undirected,romerrigets,1
libyen,undirected,tunesien,1
efraim,undirected,libyen,1
libyen,undirected,romerrigets,1
efraim,undirected,tunesien,1
romerrigets,undirected,tunesien,1
efraim,undirected,romerrigets,1
galilæa,undirected,narnia,1
galilæa,undirected,krypton,1
jorden,undirected,krypton,1
