Source,Type,Target,Weight
brønderslev sagen,undirected,dachau,1
dachau,undirected,neungamme,1
eden,undirected,jorden,1
eden,undirected,jordens,1
eden,undirected,stuen,2
eden,undirected,vaar,2
eden,undirected,jordan,1
eden,undirected,himlens,1
jorden,undirected,stuen,1
jorden,undirected,vaar,1
jordan,undirected,jorden,6
jordens,undirected,stuen,1
jordens,undirected,vaar,1
jordan,undirected,jordens,3
stuen,undirected,vaar,2
jordan,undirected,stuen,1
himlens,undirected,stuen,1
jordan,undirected,vaar,1
himlens,undirected,vaar,1
himlens,undirected,jordan,1
dk,undirected,korset,1
aleppo,undirected,korset,2
brejning kirke,undirected,sinaj bjerget,1
gårslev kirke,undirected,sinaj bjerget,1
sinaj bjerget,undirected,vatikanet,1
sinaj bjerget,undirected,sønderjylland,1
fole,undirected,sinaj bjerget,1
brejning kirke,undirected,gårslev kirke,1
brejning kirke,undirected,vatikanet,1
brejning kirke,undirected,sønderjylland,1
brejning kirke,undirected,fole,1
gårslev kirke,undirected,vatikanet,1
gårslev kirke,undirected,sønderjylland,1
fole,undirected,gårslev kirke,1
sønderjylland,undirected,vatikanet,1
fole,undirected,vatikanet,1
fole,undirected,sønderjylland,1
brejning,undirected,cæsarea fillippi,1
galilæa,undirected,vejle fjord,1
dérude,undirected,galilæa,1
genesaret,undirected,vejle fjord,1
dérude,undirected,genesaret,1
dérude,undirected,vejle fjord,1
emmaus,undirected,zürich,1
danmark,undirected,eden,5
danmark,undirected,gudshaven,2
danmark,undirected,stengrunden,1
eden,undirected,gudshaven,1
eden,undirected,stengrunden,1
gudshaven,undirected,stengrunden,1
hjørring banegård,undirected,stockholm,1
arlanda lufthavn,undirected,hjørring banegård,1
arlanda lufthavn,undirected,stockholm,1
dannevirke,undirected,zakæus,1
havens,undirected,zakæus,1
israels,undirected,zakæus,2
berlinmuren,undirected,zakæus,1
jeriko,undirected,zakæus,11
jerikas,undirected,zakæus,1
vestbredden,undirected,zakæus,1
engang,undirected,zakæus,1
dannevirke,undirected,havens,1
dannevirke,undirected,israels,1
berlinmuren,undirected,dannevirke,1
dannevirke,undirected,jeriko,2
dannevirke,undirected,jerikas,1
dannevirke,undirected,vestbredden,2
dannevirke,undirected,engang,1
havens,undirected,israels,1
berlinmuren,undirected,havens,1
havens,undirected,jeriko,1
havens,undirected,jerikas,1
havens,undirected,vestbredden,1
engang,undirected,havens,1
berlinmuren,undirected,israels,1
israels,undirected,jerikas,1
israels,undirected,vestbredden,1
engang,undirected,israels,1
berlinmuren,undirected,jerikas,1
berlinmuren,undirected,vestbredden,1
berlinmuren,undirected,engang,1
jerikas,undirected,jeriko,1
jeriko,undirected,vestbredden,2
engang,undirected,jeriko,1
jerikas,undirected,vestbredden,1
engang,undirected,jerikas,1
engang,undirected,vestbredden,1
hameln,undirected,kapernaum,1
nephew,undirected,vesterhav,3
hamborgs,undirected,nephew,1
limfjorden,undirected,nephew,1
københavn,undirected,nephew,1
nephew,undirected,vestjylland,1
byen,undirected,nephew,1
jerusalem,undirected,nephew,1
hamborgs,undirected,vesterhav,1
limfjorden,undirected,vesterhav,1
københavn,undirected,vesterhav,1
vesterhav,undirected,vestjylland,1
byen,undirected,vesterhav,1
jerusalem,undirected,vesterhav,3
hamborgs,undirected,limfjorden,1
hamborgs,undirected,københavn,1
hamborgs,undirected,vestjylland,1
byen,undirected,hamborgs,1
hamborgs,undirected,jerusalem,1
københavn,undirected,limfjorden,1
limfjorden,undirected,vestjylland,1
byen,undirected,limfjorden,2
jerusalem,undirected,limfjorden,2
byen,undirected,københavn,1
byen,undirected,vestjylland,2
byen,undirected,jerusalem,3
danmark,undirected,tejn,3
danmark,undirected,olsker sogn,2
bagdad,undirected,danmark,4
olsker sogn,undirected,tejn,1
bagdad,undirected,tejn,1
bagdad,undirected,olsker sogn,1
caesarea,undirected,syrien,1
iudaea,undirected,syrien,1
rombl,undirected,syrien,1
syrien,undirected,titusbuen,1
caesarea,undirected,iudaea,1
caesarea,undirected,rombl,1
caesarea,undirected,middelhavet,1
caesarea,undirected,titusbuen,1
caesarea,undirected,jerusalems,1
caesarea,undirected,rom,1
caesarea,undirected,jerusalem,1
caesarea,undirected,tempelpladsen,1
iudaea,undirected,rombl,1
iudaea,undirected,middelhavet,1
iudaea,undirected,titusbuen,1
iudaea,undirected,jerusalems,1
iudaea,undirected,rom,1
iudaea,undirected,jerusalem,1
iudaea,undirected,tempelpladsen,1
middelhavet,undirected,rombl,1
rombl,undirected,titusbuen,1
jerusalems,undirected,rombl,1
rom,undirected,rombl,1
jerusalem,undirected,rombl,1
rombl,undirected,tempelpladsen,1
middelhavet,undirected,titusbuen,1
jerusalems,undirected,middelhavet,7
middelhavet,undirected,tempelpladsen,1
jerusalems,undirected,titusbuen,1
rom,undirected,titusbuen,1
jerusalem,undirected,titusbuen,1
tempelpladsen,undirected,titusbuen,1
rom,undirected,tempelpladsen,1
kana,undirected,vejles,1
kana,undirected,romerne,1
bygningen,undirected,kana,1
romerne,undirected,vejles,1
bygningen,undirected,vejles,1
bygningen,undirected,romerne,1
kirken,undirected,thyborøn,1
fiskeriskolen,undirected,kirken,1
københavn,undirected,thyborøn,2
fiskeriskolen,undirected,thyborøn,1
fiskeriskolen,undirected,københavn,1
dekapolis,undirected,jerusalem,1
dekapolis,undirected,israel,3
brugsen,undirected,usa,2
brugsen,undirected,vestjylland,1
fabjerg kirkegård,undirected,struer,1
nordvestjylland,undirected,struer,1
dk,undirected,struer,1
lemvig,undirected,struer,1
brejning,undirected,struer,1
fabjerg kirkegård,undirected,nordvestjylland,1
dk,undirected,fabjerg kirkegård,1
fabjerg kirkegård,undirected,lemvig,1
brejning,undirected,fabjerg kirkegård,1
dk,undirected,nordvestjylland,1
lemvig,undirected,nordvestjylland,1
brejning,undirected,nordvestjylland,1
dk,undirected,lemvig,1
brejning,undirected,dk,1
brejning,undirected,lemvig,1
getsemane have,undirected,samaria,1
galilæa,undirected,getsemane have,3
gauerslund kirke,undirected,nazaret,1
nain,undirected,nazaret,5
gauerslund kirke,undirected,jerusalem,4
gauerslund kirke,undirected,nain,1
betania,undirected,paradis,1
ballum,undirected,vejle,2
ballum,undirected,gauerslund,1
ballum,undirected,holstebro,2
ballum,undirected,holstebros gågade,2
ballum,undirected,holstebro kommune,2
gauerslund,undirected,vejle,1
holstebro,undirected,vejle,2
holstebros gågade,undirected,vejle,2
holstebro kommune,undirected,vejle,2
gauerslund,undirected,holstebro,1
gauerslund,undirected,holstebros gågade,1
gauerslund,undirected,holstebro kommune,1
holstebro,undirected,holstebros gågade,2
holstebro,undirected,holstebro kommune,2
holstebro kommune,undirected,holstebros gågade,2
australien,undirected,vejle,1
gauerslundbrejning,undirected,kapernaum,1
gauerslundbrejning,undirected,jordens,1
jordens,undirected,kapernaum,4
caminoen,undirected,spanien,3
haderslev,undirected,vagttårn,1
danmark,undirected,jordan floden,4
barcelona,undirected,danmark,4
barcelona,undirected,jordan floden,1
arken,undirected,brejning kirke,1
arken,undirected,eldewer,1
arken,undirected,ægypten,1
arken,undirected,englystparken,1
arken,undirected,gauerslund kirke,1
arken,undirected,tempel,1
15kirkehøjskolen,undirected,arken,1
arken,undirected,mølholm sognehus,1
brejning kirke,undirected,eldewer,1
brejning kirke,undirected,ægypten,1
brejning kirke,undirected,englystparken,1
brejning kirke,undirected,gauerslund kirke,1
brejning kirke,undirected,tempel,1
15kirkehøjskolen,undirected,brejning kirke,1
brejning kirke,undirected,mølholm sognehus,1
eldewer,undirected,ægypten,1
eldewer,undirected,englystparken,1
eldewer,undirected,gauerslund kirke,1
eldewer,undirected,tempel,1
15kirkehøjskolen,undirected,eldewer,1
eldewer,undirected,mølholm sognehus,1
englystparken,undirected,ægypten,1
gauerslund kirke,undirected,ægypten,2
tempel,undirected,ægypten,2
15kirkehøjskolen,undirected,ægypten,1
mølholm sognehus,undirected,ægypten,1
englystparken,undirected,gauerslund kirke,1
englystparken,undirected,tempel,1
15kirkehøjskolen,undirected,englystparken,1
englystparken,undirected,mølholm sognehus,1
gauerslund kirke,undirected,tempel,1
15kirkehøjskolen,undirected,gauerslund kirke,1
gauerslund kirke,undirected,mølholm sognehus,1
15kirkehøjskolen,undirected,tempel,1
mølholm sognehus,undirected,tempel,1
15kirkehøjskolen,undirected,mølholm sognehus,1
paris,undirected,rødding kirkegård,1
paris,undirected,rødding frimenighedskirke,1
paris,undirected,veterhavet,1
andst kirkegård,undirected,paris,1
esbjerg,undirected,rødding kirkegård,1
europa,undirected,rødding kirkegård,1
rødding frimenighedskirke,undirected,rødding kirkegård,1
rødding kirkegård,undirected,veterhavet,1
andst kirkegård,undirected,rødding kirkegård,1
esbjerg,undirected,europa,1
esbjerg,undirected,rødding frimenighedskirke,1
esbjerg,undirected,veterhavet,1
andst kirkegård,undirected,esbjerg,1
europa,undirected,rødding frimenighedskirke,1
europa,undirected,veterhavet,1
andst kirkegård,undirected,europa,1
rødding frimenighedskirke,undirected,veterhavet,1
andst kirkegård,undirected,rødding frimenighedskirke,1
andst kirkegård,undirected,veterhavet,1
manna,undirected,mørkgården,1
lemvig,undirected,manna,1
lemvig,undirected,mørkgården,1
himlend,undirected,syrien,1
filippinerne,undirected,himlend,1
himlend,undirected,jordens,1
jordens,undirected,vesuv,1
pompeji,undirected,vesuv,1
amerika,undirected,vesuv,1
fælleshåbsskolen,undirected,vesuv,1
pompeii,undirected,vesuv,1
syditalien,undirected,vesuv,1
jordens,undirected,pompeji,1
fælleshåbsskolen,undirected,jordens,1
jordens,undirected,pompeii,1
jordens,undirected,syditalien,2
amerika,undirected,pompeji,1
fælleshåbsskolen,undirected,pompeji,1
pompeii,undirected,pompeji,1
pompeji,undirected,syditalien,1
amerika,undirected,fælleshåbsskolen,1
amerika,undirected,pompeii,1
amerika,undirected,syditalien,1
fælleshåbsskolen,undirected,pompeii,1
fælleshåbsskolen,undirected,syditalien,1
pompeii,undirected,syditalien,1
jordens,undirected,sognehusets,1
munkebjerg,undirected,paris,2
paris,undirected,vejle,3
oldkirken,undirected,paris,3
barcelona,undirected,paris,2
munkebjerg,undirected,vejle,2
munkebjerg,undirected,oldkirken,2
barcelona,undirected,munkebjerg,2
oldkirken,undirected,vejle,2
barcelona,undirected,vejle,2
barcelona,undirected,oldkirken,2
nord korea,undirected,syrien,1
gauerslund,undirected,syrien,1
brejning,undirected,syrien,1
gauerslund,undirected,nord korea,1
brejning,undirected,nord korea,1
bethlehem,undirected,brødhuset,1
brødhuset,undirected,kana,1
bethlehem,undirected,kana,4
betlehem,undirected,sydafrikas,1
betlehem,undirected,århus,6
betlehem,undirected,jk,1
sydafrikas,undirected,århus,1
jk,undirected,sydafrikas,1
jk,undirected,århus,1
betlehem,undirected,romerrige,3
holland,undirected,universet,1
betlehem,undirected,universet,13
himlen,undirected,jordens,10
himlen,undirected,holland,1
holland,undirected,jordens,2
jakobsstigen,undirected,navlestrengen,1
jakobsstigen,undirected,nazaret,2
betlehem,undirected,jakobsstigen,1
davids byen,undirected,jakobsstigen,1
betel,undirected,navlestrengen,1
betel,undirected,davids byen,1
navlestrengen,undirected,nazaret,1
betlehem,undirected,navlestrengen,1
davids byen,undirected,navlestrengen,1
davids byen,undirected,nazaret,1
betlehem,undirected,davids byen,1
betlehem,undirected,lukasevang,1
billund lufthavn,undirected,israels,1
gauerslund kirke,undirected,israels,1
israels,undirected,rømø kirke,1
billund lufthavn,undirected,gauerslund kirke,1
billund lufthavn,undirected,rømø kirke,1
billund lufthavn,undirected,jerusalem,1
gauerslund kirke,undirected,rømø kirke,1
jerusalem,undirected,rømø kirke,1
de levendes land,undirected,israel,1
de levendes land,undirected,thy,1
børkop vandmølle,undirected,jerusalems,1
gauerslund kirke,undirected,jerusalems,1
børkop,undirected,jerusalems,1
børkop vandmølle,undirected,gauerslund kirke,5
børkop,undirected,børkop vandmølle,3
børkop,undirected,gauerslund kirke,3
børkop,undirected,ægypten,1
gab,undirected,ægypten,1
børkop vandmølle,undirected,ægypten,1
børkop,undirected,gab,1
gab,undirected,gauerslund kirke,1
børkop vandmølle,undirected,gab,1
børkop,undirected,jordens,1
gauerslund kirke,undirected,jordens,2
genesaret sø,undirected,jordens,1
børkop vandmølle,undirected,jordens,1
brejning,undirected,jordens,1
børkop,undirected,genesaret sø,1
brejning,undirected,børkop,1
gauerslund kirke,undirected,genesaret sø,1
brejning,undirected,gauerslund kirke,1
børkop vandmølle,undirected,genesaret sø,1
brejning,undirected,genesaret sø,1
brejning,undirected,børkop vandmølle,1
himmelbjerget,undirected,stjernen,1
himmelbjerget,undirected,norden,1
gauerslund kirke,undirected,himmelbjerget,1
børkop vandmølle,undirected,himmelbjerget,1
himmelbjerget,undirected,mount everst,1
grand canyon,undirected,himmelbjerget,1
norden,undirected,stjernen,1
gauerslund kirke,undirected,stjernen,1
børkop vandmølle,undirected,stjernen,1
mount everst,undirected,stjernen,1
grand canyon,undirected,stjernen,1
gauerslund kirke,undirected,norden,1
børkop vandmølle,undirected,norden,1
mount everst,undirected,norden,1
grand canyon,undirected,norden,1
gauerslund kirke,undirected,mount everst,1
gauerslund kirke,undirected,grand canyon,1
børkop vandmølle,undirected,mount everst,1
børkop vandmølle,undirected,grand canyon,1
grand canyon,undirected,mount everst,1
børkop vandmølle,undirected,nr nissum kirke,1
børkop vandmølle,undirected,jerusalem,1
børkop vandmølle,undirected,klosterheden,1
gauerslund kirke,undirected,nr nissum kirke,1
jerusalem,undirected,nr nissum kirke,1
klosterheden,undirected,nr nissum kirke,1
gauerslund kirke,undirected,klosterheden,1
jerusalem,undirected,klosterheden,1
børkop,undirected,himmelbarn,1
himmelbarn,undirected,jerusalem,1
himmelbarn,undirected,løgumkloster kirke,1
berlin,undirected,himmelbarn,1
himmelbarn,undirected,stokholm,1
himmelbarn,undirected,løgumkloster,1
himmelbarn,undirected,skagen,1
himmelbarn,undirected,londons,1
himmelbarn,undirected,london,1
børkop,undirected,jerusalem,1
børkop,undirected,løgumkloster kirke,1
berlin,undirected,børkop,1
børkop,undirected,stokholm,1
børkop,undirected,løgumkloster,1
børkop,undirected,skagen,1
børkop,undirected,londons,1
børkop,undirected,london,1
jerusalem,undirected,løgumkloster kirke,1
jerusalem,undirected,stokholm,1
jerusalem,undirected,løgumkloster,6
jerusalem,undirected,londons,1
berlin,undirected,løgumkloster kirke,1
løgumkloster kirke,undirected,stokholm,1
løgumkloster,undirected,løgumkloster kirke,2
løgumkloster kirke,undirected,skagen,1
londons,undirected,løgumkloster kirke,1
london,undirected,løgumkloster kirke,1
berlin,undirected,stokholm,1
berlin,undirected,løgumkloster,1
berlin,undirected,skagen,1
berlin,undirected,londons,1
løgumkloster,undirected,stokholm,1
skagen,undirected,stokholm,1
londons,undirected,stokholm,1
london,undirected,stokholm,1
løgumkloster,undirected,skagen,1
londons,undirected,løgumkloster,1
london,undirected,løgumkloster,1
londons,undirected,skagen,1
london,undirected,skagen,1
galilæa,undirected,kyrene,1
hoseas,undirected,nazaret,1
kana,undirected,århus,1
gauerslund kirke,undirected,århus,1
christianskirken,undirected,århus,2
christianskirken,undirected,kana,1
christianskirken,undirected,gauerslund kirke,1
gauerslund,undirected,spanien,1
gauerslund,undirected,la sagrada familia,1
barcelona,undirected,gauerslund,1
la sagrada familia,undirected,spanien,1
barcelona,undirected,spanien,1
barcelona,undirected,la sagrada familia,1
dër,undirected,helligånd,1
bramdrup,undirected,jerusalem,1
danmark,undirected,emmausvej,1
getsemane have,undirected,kina,1
kapernaum,undirected,kina,2
kina,undirected,kinas,3
getsemane have,undirected,kapernaum,1
getsemane have,undirected,kinas,1
kinas,undirected,københavn,1
kapernaum,undirected,kinas,1
horebs bjerg,undirected,sinaj bjerg,1
horeb,undirected,sinaj bjerg,1
horeb,undirected,horebs bjerg,1
nørremarkskirken,undirected,thisted,1
thisted,undirected,vejle,1
herrens tempelbjerg,undirected,thisted,1
jerusalem,undirected,thisted,3
nørremarkskirken,undirected,vejle,2
herrens tempelbjerg,undirected,nørremarkskirken,1
herrens tempelbjerg,undirected,vejle,1
jerusalem,undirected,vejle,4
herrens tempelbjerg,undirected,jerusalem,1
kana,undirected,tejn kirke,1
danmark,undirected,santiago de compostela,1
danmark,undirected,nordspanien,1
jeriko,undirected,santiago de compostela,1
jeriko,undirected,palæstina,8
jeriko,undirected,nordspanien,1
betlehem,undirected,jeriko,4
palæstina,undirected,santiago de compostela,1
nordspanien,undirected,santiago de compostela,1
betlehem,undirected,santiago de compostela,1
nordspanien,undirected,palæstina,1
betlehem,undirected,palæstina,18
betlehem,undirected,nordspanien,1
jordens,undirected,skjern å,1
casino,undirected,munkebjerg,1
florida,undirected,usa,2
fadervor,undirected,jerusalem,3
fadervor,undirected,gudsriget,1
oliebjerget,undirected,ægypten,3
gauerslund kirke,undirected,sart,1
jordens,undirected,sart,1
kirken,undirected,kirkens,6
jerusalems,undirected,kirken,8
jerusalems,undirected,kirkens,3
hjortshøj,undirected,jerusalems,1
egå,undirected,jerusalems,1
egå,undirected,hjortshøj,1
israels hus,undirected,palæstina,2
karmels,undirected,libanons,3
kapernaum,undirected,washington,1
sodoma,undirected,washington,1
jakobskilden,undirected,samaria,2
jakobskilden,undirected,jerusalem,2
danmark,undirected,tempelblokken,1
jerusalem,undirected,tempelblokken,1
berlinmuren,undirected,grundtvig,1
grundtvig,undirected,usas,1
grundtvig,undirected,himmel,1
grundtvig,undirected,jord,1
berlinmuren,undirected,usas,1
berlinmuren,undirected,himmel,1
berlinmuren,undirected,jord,1
himmel,undirected,usas,1
jord,undirected,usas,1
ishøj,undirected,køln,1
frankrig,undirected,nazareth,4
bangladesh,undirected,danmark,7
bangladesh,undirected,københavn,2
facebook,undirected,ishøj,1
afrika,undirected,ishøj,1
ishøj,undirected,middelhavet,2
afrika,undirected,paradis,6
paradis,undirected,paris,2
danmark,undirected,teheran,4
danmark,undirected,ishøj,3
iran,undirected,teheran,3
ishøj,undirected,teheran,1
jerusalem,undirected,teheran,2
folkekirken,undirected,teheran,1
iran,undirected,ishøj,1
iran,undirected,jerusalem,10
folkekirken,undirected,iran,1
ishøj,undirected,jerusalem,2
folkekirken,undirected,ishøj,1
folkekirken,undirected,jerusalem,10
betlehems,undirected,norge,1
norge,undirected,paradis,4
betlehems,undirected,danmark,1
betlehems,undirected,sverige,1
betlehem,undirected,betlehems,21
betlehems,undirected,paradis,6
emmaus,undirected,england,1
brøndbyøster kirkegård,undirected,emmaus,1
brøndbyøster,undirected,emmaus,2
brøndbyøster kirkegård,undirected,england,1
brøndbyøster,undirected,england,1
brøndbyøster,undirected,brøndbyøster kirkegård,1
gudsriget,undirected,kanaan,1
christiansborgs,undirected,danmark,2
christiansborgs,undirected,danmarks,2
danmark,undirected,grundtvigs kirke,2
danmarks,undirected,grundtvigs kirke,1
grundtvigs kirke,undirected,usa,1
torslunde,undirected,vejleå kirke,1
frederiksborg slotskirke,undirected,torslunde,1
gud rige,undirected,torslunde,1
frederiksborg slotskirke,undirected,vejleå kirke,1
gud rige,undirected,vejleå kirke,1
frederiksborg slotskirke,undirected,gud rige,1
cafe avenue,undirected,jylland,2
kristendommens,undirected,matthæusevangeliet,1
ishøj,undirected,lolland,1
himmelen,undirected,jerusalems,3
færøerne,undirected,new zealand,1
matthæusevangeliet,undirected,skt,1
betlehems,undirected,peshawar,1
betlehems,undirected,pakistan,1
pakistan,undirected,peshawar,1
mount everest,undirected,nepal,1
esajas,undirected,mount everest,1
esajas,undirected,nepal,1
jerusalem,undirected,storbritannien,1
jerusalem,undirected,vejleå kirke,1
los angeles,undirected,taastrup,1
los angeles,undirected,torslunde,1
ishøj,undirected,los angeles,1
kirke saaby,undirected,los angeles,1
taastrup,undirected,torslunde,1
ishøj,undirected,taastrup,1
kirke saaby,undirected,taastrup,1
ishøj,undirected,torslunde,1
kirke saaby,undirected,torslunde,1
ishøj,undirected,kirke saaby,1
helvede,undirected,vestegnen,1
ishøj,undirected,vestegnen,1
helvede,undirected,ishøj,1
danmark,undirected,ghana,3
aarhus,undirected,ghana,1
tyskland,undirected,zarrusland,2
københavn,undirected,zarrusland,2
betlehems,undirected,jerusalem,8
betlehems,undirected,israel,8
rom,undirected,vejleå kirken,1
ishøj,undirected,rom,1
jerusalem,undirected,vejleå kirken,1
ishøj,undirected,vejleå kirken,1
tim,undirected,østerland,1
tyskland,undirected,østerland,3
rytteriet,undirected,østerland,1
tim,undirected,tyskland,1
rytteriet,undirected,tim,1
rytteriet,undirected,tyskland,1
fort europa,undirected,helvedes,1
fort europa,undirected,helvede,1
brorsons kirke,undirected,københavn,1
brorsons kirke,undirected,nørrebro,1
brorsons kirke,undirected,jerusalem,1
brorsons kirke,undirected,paradiset,1
københavn,undirected,paradiset,5
nørrebro,undirected,paradiset,1
galilæa,undirected,odense,1
galilæa,undirected,vollsmose,1
galilæa,undirected,sarepta,1
odense,undirected,sarepta,1
nazareth,undirected,odense,7
sarepta,undirected,vollsmose,1
nazareth,undirected,vollsmose,1
nazareth,undirected,sarepta,6
jordens,undirected,sønderjylland,4
fadervor,undirected,paradiset,2
fadervor,undirected,paradis,5
himlen,undirected,ingmarsgården,1
fadervor,undirected,himlen,2
himlen,undirected,paradisporten,2
fadervor,undirected,paradisporten,1
paradiset,undirected,paradisporten,1
paradis,undirected,paradisporten,3
laubjerg,undirected,tim plejehjem,1
paradishaven,undirected,tim plejehjem,1
paradiset,undirected,tim plejehjem,1
paradisets,undirected,tim plejehjem,1
laubjerg,undirected,paradishaven,1
laubjerg,undirected,paradiset,1
laubjerg,undirected,paradisets,1
paradiset,undirected,paradishaven,1
paradisets,undirected,paradishaven,1
bibelens,undirected,vesailles,1
bibelens,undirected,østblok,1
betlehems mark,undirected,bibelens,1
betlehem,undirected,bibelens,4
vesailles,undirected,østblok,1
jerusalem,undirected,vesailles,1
betlehems mark,undirected,vesailles,1
betlehem,undirected,vesailles,1
jerusalem,undirected,østblok,1
betlehems mark,undirected,østblok,1
betlehem,undirected,østblok,1
betlehems mark,undirected,jerusalem,1
betlehem,undirected,betlehems mark,1
bornholm,undirected,færøerne,3
døbefonten,undirected,kana,1
brugsen,undirected,brønd,1
brønd,undirected,mellemøsten,1
brønd,undirected,sykar,2
brugsen,undirected,mellemøsten,2
brugsen,undirected,sykar,1
mellemøsten,undirected,sykar,1
løgstrup,undirected,norge,1
fiilerne,undirected,norge,1
danmarks,undirected,norge,5
fiilerne,undirected,løgstrup,1
løgstrup,undirected,sønderjylland,1
danmarks,undirected,løgstrup,1
fiilerne,undirected,sønderjylland,1
danmarks,undirected,fiilerne,1
danmarks,undirected,sønderjylland,5
gellerup,undirected,syrien,1
lystbækgård,undirected,syrien,1
england,undirected,syrien,4
syrien,undirected,vollsmose,1
sarajevo,undirected,syrien,1
frankrig,undirected,syrien,5
gellerup,undirected,universet,1
lystbækgård,undirected,universet,1
england,undirected,universet,2
sarajevo,undirected,universet,1
frankrig,undirected,universet,2
gellerup,undirected,tyskland,1
gellerup,undirected,lystbækgård,1
england,undirected,gellerup,1
gellerup,undirected,vollsmose,1
gellerup,undirected,sarajevo,1
frankrig,undirected,gellerup,1
lystbækgård,undirected,tyskland,1
tyskland,undirected,vollsmose,1
sarajevo,undirected,tyskland,1
danmark,undirected,lystbækgård,1
danmark,undirected,vollsmose,2
danmark,undirected,sarajevo,1
england,undirected,lystbækgård,1
lystbækgård,undirected,vollsmose,1
lystbækgård,undirected,sarajevo,1
frankrig,undirected,lystbækgård,1
england,undirected,vollsmose,1
england,undirected,sarajevo,1
sarajevo,undirected,vollsmose,1
frankrig,undirected,vollsmose,1
frankrig,undirected,sarajevo,1
himmerig,undirected,jorden,2
jorden,undirected,stockholm,1
jorden,undirected,malmø,1
himmerig,undirected,norge,1
himmerig,undirected,spanien,2
europa,undirected,himmerig,3
himmerig,undirected,stockholm,1
himmerig,undirected,malmø,1
england,undirected,himmerig,1
norge,undirected,stockholm,2
malmø,undirected,norge,1
spanien,undirected,stockholm,1
malmø,undirected,spanien,1
england,undirected,spanien,1
europa,undirected,stockholm,2
malmø,undirected,stockholm,1
england,undirected,stockholm,1
england,undirected,malmø,1
sidons,undirected,tyrus,1
hedningelandet,undirected,sidons,1
hedningelandet,undirected,tyrus,1
sarepta,undirected,tyrus,1
hedningelandet,undirected,sidon,1
hedningelandet,undirected,israel,1
hedningelandet,undirected,sarepta,1
fjaltring,undirected,kragelundsskolen,1
königsberg,undirected,østpreussen,1
kaliningrad,undirected,königsberg,1
kaliningrad,undirected,østpreussen,1
fanden,undirected,helvede,2
beelzebul,undirected,helvede,6
fandens,undirected,helvede,2
beelzebul,undirected,fanden,1
fanden,undirected,fandens,1
beelzebul,undirected,fandens,1
genesareth sø,undirected,ostindien,1
genesareth sø,undirected,ocean,1
genesareth sø,undirected,tim,1
genesareth sø,undirected,ægypten,1
genesareth sø,undirected,trankebar,1
genesareth sø,undirected,mattæusevangeliet,1
det  indiske,undirected,genesareth sø,1
det  røde,undirected,genesareth sø,1
ocean,undirected,ostindien,1
danmark,undirected,ostindien,1
ostindien,undirected,tim,1
ostindien,undirected,ægypten,1
ostindien,undirected,trankebar,1
mattæusevangeliet,undirected,ostindien,1
det  indiske,undirected,ostindien,1
israel,undirected,ostindien,1
det  røde,undirected,ostindien,1
danmark,undirected,ocean,2
ocean,undirected,tim,1
ocean,undirected,ægypten,1
ocean,undirected,trankebar,1
mattæusevangeliet,undirected,ocean,1
det  indiske,undirected,ocean,1
israel,undirected,ocean,1
det  røde,undirected,ocean,1
danmark,undirected,tim,1
danmark,undirected,trankebar,1
danmark,undirected,mattæusevangeliet,6
danmark,undirected,det  indiske,1
danmark,undirected,det  røde,1
tim,undirected,ægypten,1
tim,undirected,trankebar,1
mattæusevangeliet,undirected,tim,1
det  indiske,undirected,tim,1
israel,undirected,tim,1
det  røde,undirected,tim,1
trankebar,undirected,ægypten,1
mattæusevangeliet,undirected,ægypten,2
det  indiske,undirected,ægypten,1
det  røde,undirected,ægypten,1
mattæusevangeliet,undirected,trankebar,1
det  indiske,undirected,trankebar,1
israel,undirected,trankebar,1
det  røde,undirected,trankebar,1
det  indiske,undirected,mattæusevangeliet,1
det  røde,undirected,mattæusevangeliet,1
det  indiske,undirected,israel,1
det  indiske,undirected,det  røde,1
det  røde,undirected,israel,1
danmark,undirected,stadil plejehjem,1
canada,undirected,stadil plejehjem,1
hudson bay,undirected,stadil plejehjem,1
københavn,undirected,stadil plejehjem,1
danmark,undirected,hudson bay,1
canada,undirected,hudson bay,1
canada,undirected,københavn,1
hudson bay,undirected,københavn,1
brugsens,undirected,paradis,2
jordanegnen,undirected,judæa,2
jordanegnen,undirected,jordanflodens,1
jordanegnen,undirected,københavn,1
jordanegnen,undirected,ribe,1
jordanegnen,undirected,lolland,1
brøndbyerne,undirected,jordanegnen,1
jerusalem,undirected,jordanegnen,2
jordanflodens,undirected,judæa,1
judæa,undirected,ribe,1
brøndbyerne,undirected,judæa,1
jordanflodens,undirected,københavn,1
jordanflodens,undirected,ribe,1
jordanflodens,undirected,lolland,1
brøndbyerne,undirected,jordanflodens,1
jerusalem,undirected,jordanflodens,5
brøndbyerne,undirected,københavn,1
lolland,undirected,ribe,1
brøndbyerne,undirected,ribe,1
jerusalem,undirected,ribe,1
brøndbyerne,undirected,lolland,1
jerusalem,undirected,lolland,2
brøndbyerne,undirected,jerusalem,1
egypten,undirected,himmelrummet,1
ditmarsken,undirected,himmelrummet,1
himmelrummet,undirected,marskland,1
himmelrummet,undirected,københavn,1
det lykkelige arabien,undirected,himmelrummet,1
arabien,undirected,himmelrummet,1
det forjættede land,undirected,himmelrummet,1
himmelrummet,undirected,kana,1
himmelrummet,undirected,holsten,1
himmelrummet,undirected,vadehavet,1
himmelrummet,undirected,vejen,1
ans land,undirected,himmelrummet,1
